projectUUID;personName;personLastName;role;externalContributor;personUUID
fb6c2b01-82c5-4b20-b6ef-94cd08477c3c;Jonas Valbjørn;Andersen;PI;FALSE;3dac6e0e-2770-4c5e-b32a-d7750523516f
01f3ad3a-5f8f-4306-965f-11f40e93481c;Jonas Valbjørn;Andersen;PI;FALSE;3dac6e0e-2770-4c5e-b32a-d7750523516f
adcf6fe8-ed82-426e-825a-901abce58b36;Jonas Valbjørn;Andersen;CoI;FALSE;3dac6e0e-2770-4c5e-b32a-d7750523516f
2654b6d6-568c-45ce-a65c-8841b523517a;Björn ;Karlsson;CoI;FALSE;3d49de50-0620-46fe-ae15-53b12dfb8649
aecbaf94-4098-45e4-a536-bbf29ab9de55;Björn ;Karlsson;CoI;FALSE;3d49de50-0620-46fe-ae15-53b12dfb8649
a075adc0-abb3-430c-8035-95fc7a8b8250;Tim;Kindberg;CoI;FALSE;3b99f4b4-0782-4c43-8bb3-263f498133a3
bdde8479-094e-45e7-a41d-f6e88594dd4a;Tom ;Jenkins;CoI;FALSE;3ad26d6b-4619-4a9f-a1b6-8424aab1dd52
6e3780d5-8dbd-4884-9222-02187fffbe81;Paloma Thomé de;Lima;PI;FALSE;39f7afe3-fd9c-4ac5-8ba1-fa2f2826ab8c
8146f4ce-2057-47de-80a7-f7707e6506e0;Camilla Birch;Okkels;CoI;FALSE;38e643e8-bd72-40e3-ba25-b031e957b7fb
a5cd3c3c-d1ff-4fe6-b08e-263d51de6813;Jens Christian;Godskesen;PI;FALSE;37d49222-56d7-4c65-8d52-3638544511cf
eac60df9-3b9b-4910-9700-2d23d577e728;Jens Christian;Godskesen;PI;FALSE;37d49222-56d7-4c65-8d52-3638544511cf
a075adc0-abb3-430c-8035-95fc7a8b8250;Jens Christian;Godskesen;PI;FALSE;37d49222-56d7-4c65-8d52-3638544511cf
afff83df-27b7-4e93-86a3-38574ae3b9c4;Jens Christian;Godskesen;PI;FALSE;37d49222-56d7-4c65-8d52-3638544511cf
cf05e3ab-dd1b-4b2e-8649-490e0824d02e;Jens Christian;Godskesen;PI;FALSE;37d49222-56d7-4c65-8d52-3638544511cf
46950efa-4ab3-4646-9458-a5a6c128d967;Jens Christian;Godskesen;PI;FALSE;37d49222-56d7-4c65-8d52-3638544511cf
87b9d762-9ea2-4c1d-a75f-33ab63f0dfc2;Jens Christian;Godskesen;PI;FALSE;37d49222-56d7-4c65-8d52-3638544511cf
02612818-86cd-4c8c-8cd3-3c5aa52f1cbb;Jens Christian;Godskesen;PI;FALSE;37d49222-56d7-4c65-8d52-3638544511cf
7591c28f-13f6-4c81-ac92-52ffabe3c960;Jens Christian;Godskesen;PI;FALSE;37d49222-56d7-4c65-8d52-3638544511cf
98593908-ac5e-4dab-806b-d2910e712f7f;Jens Christian;Godskesen;PI;FALSE;37d49222-56d7-4c65-8d52-3638544511cf
374a4482-efbf-4012-ac03-3f35f77be66e;Jens Christian;Godskesen;PI;FALSE;37d49222-56d7-4c65-8d52-3638544511cf
413ee3d4-cb73-462c-9d0b-49eda39d9919;Jens Christian;Godskesen;PI;FALSE;37d49222-56d7-4c65-8d52-3638544511cf
a3865971-0fd4-4ea3-b2ba-199a34b27f69;Jens Christian;Godskesen;PI;FALSE;37d49222-56d7-4c65-8d52-3638544511cf
8146f4ce-2057-47de-80a7-f7707e6506e0;Jens Christian;Godskesen;PI;FALSE;37d49222-56d7-4c65-8d52-3638544511cf
4c2b07e4-55c6-44be-947a-9f764eeaf31e;Jens Christian;Godskesen;CoI;FALSE;37d49222-56d7-4c65-8d52-3638544511cf
45f263dd-1188-41c4-bb96-9e8a27753837;Jens Christian;Godskesen;PI;FALSE;37d49222-56d7-4c65-8d52-3638544511cf
91b0563a-0942-47e8-9257-d6325edc5cea;Jens Christian;Godskesen;PI;FALSE;37d49222-56d7-4c65-8d52-3638544511cf
d6ffe763-6e77-49ea-9580-cc9f01b2e40d;Jens Christian;Godskesen;PI;FALSE;37d49222-56d7-4c65-8d52-3638544511cf
84924eba-a5e1-42b6-b18b-2f685676d71d;Jens Christian;Godskesen;PI;FALSE;37d49222-56d7-4c65-8d52-3638544511cf
20a8720a-ab29-4536-a64b-2d33d851280d;Jens Christian;Godskesen;Collaborator;FALSE;37d49222-56d7-4c65-8d52-3638544511cf
1b488dd3-466a-4eef-a9ce-74ccca2cb4d9;Reyes Torrubia;Sanz;Collaborator;FALSE;37159d2f-8b61-4746-a65c-d7c9d7080457
3d443f2e-0a0d-4bc8-ac4c-b86e60c95ad9;Bertram ;Højer;PI;FALSE;363f336f-ee57-420f-990f-11e8c2f0e2c6
6f20f57b-6622-494e-81fc-bfb1340d32e5;Ricardo Jose Menezes;Maia;Collaborator;FALSE;35cc0100-4ab9-4cc5-9bc7-10b4d671416f
e50cfe20-8938-4356-9283-7512333745f6;Jacob Liam ;Curran-Sebastian;Collaborator;FALSE;32e3f75a-df69-476b-92f9-19a464e46e30
9a7a0308-9c35-463c-9d04-cd3f31ae718e;Magnus Rahbek Dalgaard;Hansen;CoI;FALSE;309a5219-ed28-4827-bf5f-9ddee6ae66a2
44cc67b4-adc8-483b-b3f4-8ddf906d78c4;Anna;Vallgårda;PI;FALSE;2fa5dc89-7d78-45d0-96c7-e8f39b78dd3e
3f0c297c-cb5f-4a2c-9277-5ecc115fcd18;Anna;Vallgårda;PI;FALSE;2fa5dc89-7d78-45d0-96c7-e8f39b78dd3e
4f4dc9dc-b06b-4d4d-8039-c54e18e7b997;Anna ;Vallgårda;PI;FALSE;2fa5dc89-7d78-45d0-96c7-e8f39b78dd3e
3f6a03a7-6217-4d70-9bf5-0c229cf768f3;Anna ;Vallgårda;CoI;FALSE;2fa5dc89-7d78-45d0-96c7-e8f39b78dd3e
50b2aeeb-d601-4db9-bce7-323cc0e9bd1b;Anna;Vallgårda;PI;FALSE;2fa5dc89-7d78-45d0-96c7-e8f39b78dd3e
2451b04c-4ced-413d-a1e1-be4d639abfc4;David-Levente ;Kovacs;CoI;FALSE;2f6e4cae-9002-4aff-a562-526705e850af
2f022072-863c-4cc7-a87f-331731632f7c;David-Levente ;Kovacs;CoI;FALSE;2f6e4cae-9002-4aff-a562-526705e850af
e643ab11-4b5d-4690-bdf2-a6c75d273fec;David-Levente ;Kovacs;CoI;FALSE;2f6e4cae-9002-4aff-a562-526705e850af
a2a761b8-5d11-443d-91a7-c1fcce59bbbf;James ;Maguire;CoI;FALSE;2efbc294-1ce4-4148-a403-93fe6450d879
c006a8cf-ebb2-4bd4-94ae-01b5ea5f2ee2;James ;Maguire;CoI;FALSE;2efbc294-1ce4-4148-a403-93fe6450d879
0ceff908-b0cc-4033-bc28-ea4afe61db99;James ;Maguire;CoI;FALSE;2efbc294-1ce4-4148-a403-93fe6450d879
92a3a94c-c825-4662-97bc-2b9d802618ea;James ;Maguire;CoI;FALSE;2efbc294-1ce4-4148-a403-93fe6450d879
385c5718-80ba-49f4-88b4-fc8d85a4a897;James ;Maguire;PI;FALSE;2efbc294-1ce4-4148-a403-93fe6450d879
8d741a26-ea5c-4c69-9dab-6341052e48e3;Michael ;Szell;PI;FALSE;2ef641d0-bd79-425b-8b12-b58d74b993ae
70aa6be9-7b1a-4d02-8516-2f226c6446a7;Michael ;Szell;PI;FALSE;2ef641d0-bd79-425b-8b12-b58d74b993ae
dfcca874-928e-4968-b19e-4374435a1ea0;Michael ;Szell;PI;FALSE;2ef641d0-bd79-425b-8b12-b58d74b993ae
280afd1e-3c33-4e51-83bf-735cd069b940;Morten Bach;Jensen;PI;FALSE;2ee8e2e0-7fe6-4b8c-a104-509c46e7b45b
eab28385-3ed9-4610-a9ef-63985ee7a645;Beatrix Miranda Ginn;Nielsen;Collaborator;FALSE;2e2035fa-0cfb-4dbf-9d37-51dc029fcfa0
52636f43-4fb0-43ed-8c56-b644ddd62be9;Paolo ;Tell;CoI;FALSE;2b8ff3a4-e9b0-403d-8bd8-1bf26121c234
9a862524-98d2-4d6a-85bc-ce6612c9c718;Paolo ;Tell;PI;FALSE;2b8ff3a4-e9b0-403d-8bd8-1bf26121c234
3626f7c0-d0fa-4cb7-bd88-24e3ee844029;Paolo ;Tell;PI;FALSE;2b8ff3a4-e9b0-403d-8bd8-1bf26121c234
8146f4ce-2057-47de-80a7-f7707e6506e0;Kasper Hjort;Berthelsen;CoI;FALSE;2b7ea821-fddb-4b66-8cb4-15dc343549c9
610fe295-e17f-415b-b874-267047f0d4ca;Kasper ;Støy;PI;FALSE;2a9c0934-98ca-4101-b829-b88d77f6487e
6a47283a-c073-4d31-be9b-92c1d3b59e6f;Kasper ;Støy;PI;FALSE;2a9c0934-98ca-4101-b829-b88d77f6487e
42c20f00-9bab-43b6-8234-0c6455d0c5cd;Kasper ;Støy;CoI;FALSE;2a9c0934-98ca-4101-b829-b88d77f6487e
db4436b5-631c-4a43-acd4-404a58e2866f;Kasper ;Støy;PI;FALSE;2a9c0934-98ca-4101-b829-b88d77f6487e
a01e82a8-1c5d-49ad-aae9-45dce9e0a1ce;Kasper ;Støy;PI;FALSE;2a9c0934-98ca-4101-b829-b88d77f6487e
5c0cc9c6-9752-4e9c-9ec7-219daef07620;Kasper ;Støy;PI;FALSE;2a9c0934-98ca-4101-b829-b88d77f6487e
074b9716-bceb-4e07-90dd-a3c3eaf359ba;Kasper ;Støy;PI;FALSE;2a9c0934-98ca-4101-b829-b88d77f6487e
9da07efd-9f25-4227-8994-e385cfc0861e;Kasper ;Støy;CoI;FALSE;2a9c0934-98ca-4101-b829-b88d77f6487e
580afbb8-9d13-4251-975c-f336e4f57a94;Kasper ;Støy;PI;FALSE;2a9c0934-98ca-4101-b829-b88d77f6487e
771225ad-7309-4703-9dab-80cb43e466d7;Kasper ;Støy;PI;FALSE;2a9c0934-98ca-4101-b829-b88d77f6487e
4c2b07e4-55c6-44be-947a-9f764eeaf31e;Jonas Kastberg;Hinrichsen;Collaborator;FALSE;28ea45c1-7b56-4157-b0e4-ab92947065bc
08bc731f-9eaa-4b49-be28-d23ca221ba6d;Jonas Kastberg;Hinrichsen;Collaborator;FALSE;28ea45c1-7b56-4157-b0e4-ab92947065bc
4f4dc9dc-b06b-4d4d-8039-c54e18e7b997;Laurens ;Boer;CoI;FALSE;25a5a0d6-404b-419c-9502-b246525617a2
bdde8479-094e-45e7-a41d-f6e88594dd4a;Laurens ;Boer;CoI;FALSE;25a5a0d6-404b-419c-9502-b246525617a2
c09eb3aa-666d-4c67-b2cf-416cef7731b6;Farley ;Nobre;PI;FALSE;24475f7d-905a-47cf-89d9-059581d0a7a1
44d7b341-2fb8-462f-aeea-8dc7f9b1cb93;Anders Sundnes;Løvlie;PI;FALSE;22ec9269-2fff-4dbf-a9c7-5037559a15ee
0c7a1bc5-ceb9-4812-b8bc-cec4bc2f19f8;Anders Sundnes;Løvlie;PI;FALSE;22ec9269-2fff-4dbf-a9c7-5037559a15ee
93a0403f-4eba-41c9-b336-0a58745dd919;Anders Sundnes;Løvlie;PI;FALSE;22ec9269-2fff-4dbf-a9c7-5037559a15ee
5c14f2cf-9f83-4b48-b608-8f504edc970c;Anders Sundnes;Løvlie;CoI;FALSE;22ec9269-2fff-4dbf-a9c7-5037559a15ee
4147c684-9a19-4cf5-9f9e-48f7d89b474a;Anders Sundnes;Løvlie;PI;FALSE;22ec9269-2fff-4dbf-a9c7-5037559a15ee
0f8bf697-8a17-4351-b22d-d0a15ed6c897;Anders Sundnes;Løvlie;PI;FALSE;22ec9269-2fff-4dbf-a9c7-5037559a15ee
3f6e4891-97df-4f1b-afd5-238e63e4c6d3;Anders Sundnes;Løvlie;CoI;FALSE;22ec9269-2fff-4dbf-a9c7-5037559a15ee
f1c9fd7f-ab86-4d8a-a2ab-772f1e114023;Anders Sundnes;Løvlie;PI;FALSE;22ec9269-2fff-4dbf-a9c7-5037559a15ee
0752b3f2-255c-479d-9c43-1f5d5a3104b9;Anders Sundnes;Løvlie;PI;FALSE;22ec9269-2fff-4dbf-a9c7-5037559a15ee
7492316d-f1c5-4c5a-88a7-480e15dec0a2;Raquel Andrade Barros;Ouriques;CoI;FALSE;213422bf-9c58-4ae2-8a4c-89e00b943946
bc25c1fb-6f03-44c3-9f92-5cd7e68c76b0;Konstantinos ;Floros;CoI;FALSE;20ad2ae0-df32-484d-84ed-f65810600cfa
aecbaf94-4098-45e4-a536-bbf29ab9de55;Konstantinos ;Floros;CoI;FALSE;20ad2ae0-df32-484d-84ed-f65810600cfa
cd952189-982a-4f7f-8e1e-ccd3fde697a9;Konstantinos ;Floros;PI;FALSE;20ad2ae0-df32-484d-84ed-f65810600cfa
3f6a03a7-6217-4d70-9bf5-0c229cf768f3;Nicklas Engelbrecht;Ravn;CoI;FALSE;20685b27-43b0-4170-bcf8-3cc28832d2e7
d6a7f667-d9cc-4184-a5b9-9a412c7ef8d0;Lucía ;Gómez Zaragozá;Collaborator;FALSE;205ca5ca-da30-4a46-9be9-d66453621ba5
58dbcc53-f489-48fe-879a-d9c70d9c5f55;Lottie Rosamund;Greenwood;CoI;FALSE;205293c7-3f0e-4adb-94d5-790e81990d48
2d0e4509-f039-49bc-b670-0d5d3e31284b;Willem Lennert Antoon van der;Maden;CoI;FALSE;1ee9fda3-cb4e-4c06-82b1-7e248c20a700
4987b885-b7be-40e1-bdee-3a740cab8d39;Willem Lennert Antoon van der;Maden;Collaborator;FALSE;1ee9fda3-cb4e-4c06-82b1-7e248c20a700
75542847-edd8-49a5-a60c-c3b2a4f4610e;Willem Lennert Antoon van der;Maden;PI;FALSE;1ee9fda3-cb4e-4c06-82b1-7e248c20a700
190c1b56-5561-4a2a-88e1-d4aab076ddff;Erik ;Grönvall;CoI;FALSE;1e0534b4-fe3e-4c5e-ad6d-5f1c7df6a14e
4aee6ebc-1ae0-48c0-a84f-1580e8d7760b;Erik ;Grönvall;CoI;FALSE;1e0534b4-fe3e-4c5e-ad6d-5f1c7df6a14e
90ea8ed3-a495-4998-b22b-0dc362de76f7;Erik ;Grönvall;CoI;FALSE;1e0534b4-fe3e-4c5e-ad6d-5f1c7df6a14e
52b61d82-61c5-4c33-814d-17dffa0e6da7;Erik ;Grönvall;PI;FALSE;1e0534b4-fe3e-4c5e-ad6d-5f1c7df6a14e
3fdee8d2-5455-4d30-87d7-3e036f3484c3;Erik ;Grönvall;PI;FALSE;1e0534b4-fe3e-4c5e-ad6d-5f1c7df6a14e
bf53f45b-8894-4643-aa71-9d356a657584;Erik ;Grönvall;PI;FALSE;1e0534b4-fe3e-4c5e-ad6d-5f1c7df6a14e
c7ff4234-d9d4-4a7d-92c0-23b4c971bfe9;Erik ;Grönvall;CoI;FALSE;1e0534b4-fe3e-4c5e-ad6d-5f1c7df6a14e
3f6a03a7-6217-4d70-9bf5-0c229cf768f3;Erik ;Grönvall;CoI;FALSE;1e0534b4-fe3e-4c5e-ad6d-5f1c7df6a14e
0f68d1d2-3e84-4979-983c-70cab1341b9f;Erik ;Grönvall;PI;FALSE;1e0534b4-fe3e-4c5e-ad6d-5f1c7df6a14e
4d82f1f3-3bfd-4b4f-b906-501050b7b42c;Erik ;Grönvall;CoI;FALSE;1e0534b4-fe3e-4c5e-ad6d-5f1c7df6a14e
d0cad16b-7c77-4f79-be71-34700fbdfbeb;Erik ;Grönvall;PI;FALSE;1e0534b4-fe3e-4c5e-ad6d-5f1c7df6a14e
86579405-e35b-4553-9420-f491c6062b6e;Erik ;Grönvall;PI;FALSE;1e0534b4-fe3e-4c5e-ad6d-5f1c7df6a14e
a99d5960-9803-4df2-aa16-981af4a8a414;Oksana ;Kulyk;PI;FALSE;1dbd1112-eb47-4406-936c-6807e8845610
396e5fcc-e388-49a1-9f82-f625c28248b1;Oksana ;Kulyk;PI;FALSE;1dbd1112-eb47-4406-936c-6807e8845610
bf1ab9c0-12cb-402a-ac01-3179dddf2e61;Oksana ;Kulyk;PI;FALSE;1dbd1112-eb47-4406-936c-6807e8845610
8c634482-49e2-4d00-82e9-788283bfe90d;Oksana ;Kulyk;CoI;FALSE;1dbd1112-eb47-4406-936c-6807e8845610
18faa057-608d-4cc5-8448-e902b1978a84;Oksana ;Kulyk;PI;FALSE;1dbd1112-eb47-4406-936c-6807e8845610
98da69a6-9b7a-49ea-b353-2b371a9f892b;Oksana ;Kulyk;PI;FALSE;1dbd1112-eb47-4406-936c-6807e8845610
634defb0-a220-4b9c-a78f-cc184037466a;Oksana ;Kulyk;PI;FALSE;1dbd1112-eb47-4406-936c-6807e8845610
b0543225-f5d9-47e8-98e0-bd5da3e0fa4a;Oksana ;Kulyk;CoI;FALSE;1dbd1112-eb47-4406-936c-6807e8845610
e60e33c0-f4d1-4243-a02d-bacc40c257f8;Veronika ;Cheplygina;CoI;FALSE;1c4bfd79-4336-4b17-a672-9acb465f15c0
82a555b1-9926-4e23-928d-ebf205ba4685;Veronika ;Cheplygina;PI;FALSE;1c4bfd79-4336-4b17-a672-9acb465f15c0
7bf9578f-29aa-4a51-82f7-7e3f6b66a6d6;Veronika ;Cheplygina;PI;FALSE;1c4bfd79-4336-4b17-a672-9acb465f15c0
eab28385-3ed9-4610-a9ef-63985ee7a645;Veronika ;Cheplygina;PI;FALSE;1c4bfd79-4336-4b17-a672-9acb465f15c0
fc494832-7cdb-4ddd-b576-f464434f2ed0;Anastasiia ;Sedova;Collaborator;FALSE;1bec39ff-1d28-4f9f-a03c-f6a59a80261c
c006a8cf-ebb2-4bd4-94ae-01b5ea5f2ee2;Luca ;Rossi;CoI;FALSE;1b45e3f5-b8cd-4c0d-a444-2901304f76ee
47ecae24-c424-4de9-9a67-c937eb1fa065;Luca ;Rossi;CoI;FALSE;1b45e3f5-b8cd-4c0d-a444-2901304f76ee
bc25c1fb-6f03-44c3-9f92-5cd7e68c76b0;Luca ;Rossi;CoI;FALSE;1b45e3f5-b8cd-4c0d-a444-2901304f76ee
5e18225a-fb16-48e3-8372-7967aad1e215;Luca;Rossi;CoI;FALSE;1b45e3f5-b8cd-4c0d-a444-2901304f76ee
5734b571-8aa7-42d7-9060-92a007e42fa6;Luca;Rossi;PI;FALSE;1b45e3f5-b8cd-4c0d-a444-2901304f76ee
97a02d87-e5f3-4336-a161-ed76fd0342c4;Luca ;Rossi;CoI;FALSE;1b45e3f5-b8cd-4c0d-a444-2901304f76ee
cacb1264-bab7-49b9-bf36-2605f6094b98;Luca;Rossi;CoI;FALSE;1b45e3f5-b8cd-4c0d-a444-2901304f76ee
4ed18205-b99f-4e8f-b2ae-640fbac5c532;Luca ;Rossi;PI;FALSE;1b45e3f5-b8cd-4c0d-a444-2901304f76ee
92a3a94c-c825-4662-97bc-2b9d802618ea;Pedro ;Ferreira;CoI;FALSE;1b3cff7f-1549-4998-b52e-0ba9093e1d01
28c482c8-3f29-4c4d-abae-c3ea636d65c1;Stefan ;Heinrich;Collaborator;FALSE;1abda59f-c493-4824-a7b1-7470d66f08d1
4c04ec87-4051-4ede-a971-ff8badc270f6;Stefan ;Heinrich;Collaborator;FALSE;1abda59f-c493-4824-a7b1-7470d66f08d1
3d443f2e-0a0d-4bc8-ac4c-b86e60c95ad9;Stefan ;Heinrich;Collaborator;FALSE;1abda59f-c493-4824-a7b1-7470d66f08d1
cf1c30c4-cf34-4174-8b8c-12870794855a;Caroline Costa da Silva;Gaudeoso;PI;FALSE;17d5f65c-93c4-4160-be62-e6fd9260e305
8146f4ce-2057-47de-80a7-f7707e6506e0;Markus Krabbe;Larsen;CoI;FALSE;17b18c69-c9d0-456a-affa-5396d0a0d09e
db4436b5-631c-4a43-acd4-404a58e2866f;Nicolas Hugo;Bessone;CoI;FALSE;1780c8b5-860d-4c59-8d81-09438caf15cd
074b9716-bceb-4e07-90dd-a3c3eaf359ba;Nicolas Hugo;Bessone;Collaborator;FALSE;1780c8b5-860d-4c59-8d81-09438caf15cd
c52de284-a5d5-4e86-b024-ee1508c043e5;Eleni ;Nisioti;CoI;FALSE;17164ef9-74ba-43ba-ba21-8cd57493f4cb
d0796f54-9b0c-4dfe-980d-a4bc1a5a4e76;Therese ;Graversen;PI;FALSE;1578b20c-b5d0-466f-b114-2582529ddc53
679f65c3-ff92-4d18-a517-eac12777270b;Therese ;Graversen;PI;FALSE;1578b20c-b5d0-466f-b114-2582529ddc53
c52de284-a5d5-4e86-b024-ee1508c043e5;Erwan ;Plantec;CoI;FALSE;147a9f2c-2353-4ddf-a631-a86a369d8c12
e50cfe20-8938-4356-9283-7512333745f6;Jonas ;Juul;PI;FALSE;13f2be7b-37ab-4ab3-b5c3-90d54e1515dc
a3eec805-3c21-4472-83b3-dfde1ec5a377;Carsten ;Schürmann;PI;FALSE;1313519f-2074-41d6-8b79-589648e37211
35af1726-589d-4cd1-bbea-3fa051ef76ce;Carsten ;Schürmann;PI;FALSE;1313519f-2074-41d6-8b79-589648e37211
07548a95-a062-420a-9a8c-0073892e3826;Carsten ;Schürmann;PI;FALSE;1313519f-2074-41d6-8b79-589648e37211
d9ae1f9c-c9ff-4c8f-a3c3-5b8c05b9b6d8;Carsten ;Schürmann;CoI;FALSE;1313519f-2074-41d6-8b79-589648e37211
d16d3334-5a11-40bc-8432-6504812c53fa;Carsten ;Schürmann;PI;FALSE;1313519f-2074-41d6-8b79-589648e37211
8146f4ce-2057-47de-80a7-f7707e6506e0;Carsten ;Schürmann;PI;FALSE;1313519f-2074-41d6-8b79-589648e37211
396e5fcc-e388-49a1-9f82-f625c28248b1;Carsten ;Schürmann;CoI;FALSE;1313519f-2074-41d6-8b79-589648e37211
3f31352b-c92a-4136-b962-82943e206a9c;Carsten ;Schürmann;CoI;FALSE;1313519f-2074-41d6-8b79-589648e37211
2394be68-c192-4634-ba99-18798309529b;Carsten ;Schürmann;PI;FALSE;1313519f-2074-41d6-8b79-589648e37211
520a1d77-0114-475f-8622-c46c122a0a82;Carsten ;Schürmann;CoI;FALSE;1313519f-2074-41d6-8b79-589648e37211
5f390eca-e9d9-433e-aa5f-4bdd301809f8;Carsten ;Schürmann;PI;FALSE;1313519f-2074-41d6-8b79-589648e37211
bd1abb53-138b-45b8-8fad-374806de4171;Carsten ;Schürmann;PI;FALSE;1313519f-2074-41d6-8b79-589648e37211
af6ccd35-879e-49c5-a7d1-b2c5b6aeb32d;Carsten ;Schürmann;PI;FALSE;1313519f-2074-41d6-8b79-589648e37211
41af0c4e-b311-4027-a76a-00f3ac2556f7;Carsten ;Schürmann;PI;FALSE;1313519f-2074-41d6-8b79-589648e37211
003a6d6c-9054-4bd9-b385-bda147487988;Carsten ;Schürmann;PI;FALSE;1313519f-2074-41d6-8b79-589648e37211
dd01444b-b5d9-4671-8b76-49c1f70993e6;Carsten ;Schürmann;PI;FALSE;1313519f-2074-41d6-8b79-589648e37211
b13c33f0-dc63-455f-9726-40972e16c563;Carsten ;Schürmann;PI;FALSE;1313519f-2074-41d6-8b79-589648e37211
6579244b-f2f0-43d2-a419-cae006f71e89;Carsten ;Schürmann;PI;FALSE;1313519f-2074-41d6-8b79-589648e37211
0e9af4b1-d32c-4430-8ac0-1b76bc145672;Carsten ;Schürmann;PI;FALSE;1313519f-2074-41d6-8b79-589648e37211
ad27f833-ae52-4174-8764-712393b01fb0;Carsten ;Schürmann;PI;FALSE;1313519f-2074-41d6-8b79-589648e37211
4d0d5ca1-0e3e-4709-9b43-3fb58b57869c;Dawit ;Tirore;CoI;FALSE;12df9187-47b5-4d7e-87f5-9089a3d229c1
c52de284-a5d5-4e86-b024-ee1508c043e5;Marcello ;Barylli;Collaborator;FALSE;12b9f158-5c84-4979-9c41-388ba3cf2c6e
808b4113-1e7f-4fef-b1dd-fb6290801fa8;David ;Struthers;CoI;FALSE;12698500-7fd8-4508-b86a-adafaeaf91a9
939931f6-183c-46e0-a8da-1464aa7bc66c;Roosa ;Piitulainen;CoI;FALSE;124de7ea-2c0b-435f-b2bd-3fd5869590e7
45e498cd-e0ff-4f9d-81be-de8c646469ef;Morten;Hjelholt;CoI;FALSE;10e4fc8e-556f-4104-b744-409caedc2276
c006a8cf-ebb2-4bd4-94ae-01b5ea5f2ee2;Morten ;Hjelholt;CoI;FALSE;10e4fc8e-556f-4104-b744-409caedc2276
9327801a-eaef-45a8-9591-f619b036564c;Morten;Hjelholt;PI;FALSE;10e4fc8e-556f-4104-b744-409caedc2276
1f45d635-42f4-44e1-864c-7ff0ed31ac2b;Morten ;Hjelholt;PI;FALSE;10e4fc8e-556f-4104-b744-409caedc2276
dded96d9-89f4-4348-ab14-034dcd34c54f;Morten ;Hjelholt;CoI;FALSE;10e4fc8e-556f-4104-b744-409caedc2276
3cc55852-f8c5-4785-89fe-3effd68d8082;Morten;Hjelholt;PI;FALSE;10e4fc8e-556f-4104-b744-409caedc2276
a69e8631-d120-4068-91d3-7e3fead61864;Lene;Nielsen;PI;FALSE;1052b289-f510-4c5a-9662-2db48c12ebc2
fd108cbf-5e63-45e4-9757-af95ea6540a1;Lene;Nielsen;PI;FALSE;1052b289-f510-4c5a-9662-2db48c12ebc2
136f261a-f853-4d6e-9abe-ad52ce52fd79;Lene;Nielsen;PI;FALSE;1052b289-f510-4c5a-9662-2db48c12ebc2
cda0274e-252f-4c43-acb3-04504dbb74b4;Lene;Nielsen;PI;FALSE;1052b289-f510-4c5a-9662-2db48c12ebc2
42b30a10-30b5-4a6f-ba07-de3564094906;Lene;Nielsen;PI;FALSE;1052b289-f510-4c5a-9662-2db48c12ebc2
54d5aeb6-716e-46dd-b34a-cb8057be82a4;Lene;Nielsen;CoI;FALSE;1052b289-f510-4c5a-9662-2db48c12ebc2
f38668d7-1ed2-4dbf-b41a-0583a99f52a5;Lene ;Nielsen;CoI;FALSE;1052b289-f510-4c5a-9662-2db48c12ebc2
4dfe41c8-311e-4715-b629-c0a0edbb46de;Lene;Nielsen;PI;FALSE;1052b289-f510-4c5a-9662-2db48c12ebc2
25d54da9-ee43-47f4-8224-7a06547a3ee6;Lene;Nielsen;PI;FALSE;1052b289-f510-4c5a-9662-2db48c12ebc2
9bdf9b3d-9ce4-4454-a5d3-0b1d3e3bd631;Lene;Nielsen;PI;FALSE;1052b289-f510-4c5a-9662-2db48c12ebc2
d6357409-b52f-4d20-99d4-4a607a325c0a;Lene ;Nielsen;CoI;FALSE;1052b289-f510-4c5a-9662-2db48c12ebc2
c73fb74d-2225-44a2-aba1-d1d40064f50e;Lene;Nielsen;PI;FALSE;1052b289-f510-4c5a-9662-2db48c12ebc2
f266da39-b6cd-4221-a419-c2c73ad16fa1;Lene;Nielsen;PI;FALSE;1052b289-f510-4c5a-9662-2db48c12ebc2
f37a5ad9-0947-4b39-9bc4-c6fb89bead24;Lene;Nielsen;PI;FALSE;1052b289-f510-4c5a-9662-2db48c12ebc2
89f14e97-e7b4-488c-a667-40d29d7efe26;Lene;Nielsen;PI;FALSE;1052b289-f510-4c5a-9662-2db48c12ebc2
8ea1d816-cfb3-4b02-a1cd-5c34a3d0fd61;Lene ;Nielsen;PI;FALSE;1052b289-f510-4c5a-9662-2db48c12ebc2
cf4ebeb2-8442-4ebc-87f8-eef03e9c41d6;Lene;Nielsen;PI;FALSE;1052b289-f510-4c5a-9662-2db48c12ebc2
c37bcaa8-233a-4eb6-8885-8a91a102ab32;Lene ;Nielsen;PI;FALSE;1052b289-f510-4c5a-9662-2db48c12ebc2
6a664167-2eaa-4cc9-a50a-07c11c039742;Lene;Nielsen;PI;FALSE;1052b289-f510-4c5a-9662-2db48c12ebc2
c0c821bf-a85a-404b-86a3-12b0f62c20bb;Lene;Nielsen;PI;FALSE;1052b289-f510-4c5a-9662-2db48c12ebc2
def5ee8f-0260-44af-b3ae-e02e5aec1605;Rasmus Ejlers;Møgelberg;CoI;FALSE;10003d22-a201-4b64-88e3-b423bc76fcc2
