paperUUID,personUUID,personName,personLastname,externalContributor,role
7474139e-f7ab-4ce7-a201-80925c1c6093,25a5a0d6-404b-419c-9502-b246525617a2,Laurens,Boer,false,Author
7474139e-f7ab-4ce7-a201-80925c1c6093,,Jared,Donovan,true,Author
7474139e-f7ab-4ce7-a201-80925c1c6093,,Jacob,Buur,true,Author
15d32e1b-b47b-4399-91dd-7364e6efcd62,25a5a0d6-404b-419c-9502-b246525617a2,Laurens,Boer,false,Author
423ec80b-4fab-4634-80b4-8eb30c4763e5,25a5a0d6-404b-419c-9502-b246525617a2,Laurens,Boer,false,Author
423ec80b-4fab-4634-80b4-8eb30c4763e5,,Nico,Hansen,true,Author
423ec80b-4fab-4634-80b4-8eb30c4763e5,,Ragna-Lisa,Möller,true,Author
423ec80b-4fab-4634-80b4-8eb30c4763e5,,Ana,Neto,true,Author
423ec80b-4fab-4634-80b4-8eb30c4763e5,,Anne,Holm Nielsen,true,Author
423ec80b-4fab-4634-80b4-8eb30c4763e5,,Robb,Mitchell,true,Author
f2dd4330-5f3b-4487-a7b1-3dcd4c8450be,25a5a0d6-404b-419c-9502-b246525617a2,Laurens,Boer,false,Author
f2dd4330-5f3b-4487-a7b1-3dcd4c8450be,,Jared,Donovan,true,Author
535b99bc-ffc5-4fa5-9b66-fdd997532940,25a5a0d6-404b-419c-9502-b246525617a2,Laurens,Boer,false,Author
96c80086-9971-487f-a1ce-9420cb544068,25a5a0d6-404b-419c-9502-b246525617a2,Laurens,Boer,false,Author
96c80086-9971-487f-a1ce-9420cb544068,2fa5dc89-7d78-45d0-96c7-e8f39b78dd3e,Anna,Vallgårda,false,Author
96c80086-9971-487f-a1ce-9420cb544068,4b32d446-5acb-42c7-83b2-41ca287d8613,Ben,Cahill,false,Author
f12e922f-0156-415a-a03e-e603b2555656,25a5a0d6-404b-419c-9502-b246525617a2,Laurens,Boer,false,Author
f12e922f-0156-415a-a03e-e603b2555656,2fa5dc89-7d78-45d0-96c7-e8f39b78dd3e,Anna,Vallgårda,false,Author
f12e922f-0156-415a-a03e-e603b2555656,4b32d446-5acb-42c7-83b2-41ca287d8613,Ben,Cahill,false,Author
805ad222-ed0d-4f46-a166-83cd3f3a8f69,25a5a0d6-404b-419c-9502-b246525617a2,Laurens,Boer,false,Author
805ad222-ed0d-4f46-a166-83cd3f3a8f69,5d268f64-6963-4991-9ac4-e7510c0ae705,Harvey,Bewley,false,Author
15e5a132-c746-42ac-aa4f-38652d5db87c,25a5a0d6-404b-419c-9502-b246525617a2,Laurens,Boer,false,Author
15e5a132-c746-42ac-aa4f-38652d5db87c,5d268f64-6963-4991-9ac4-e7510c0ae705,Harvey,Bewley,false,Author
a8d3f4a1-9c48-4e63-9891-d09e6ea07413,25a5a0d6-404b-419c-9502-b246525617a2,Laurens,Boer,false,Author
a8d3f4a1-9c48-4e63-9891-d09e6ea07413,5d268f64-6963-4991-9ac4-e7510c0ae705,Harvey,Bewley,false,Author
a8d3f4a1-9c48-4e63-9891-d09e6ea07413,3ad26d6b-4619-4a9f-a1b6-8424aab1dd52,Tom,Jenkins,false,Author
a8d3f4a1-9c48-4e63-9891-d09e6ea07413,,Sarah,Homewood,false,Author
a8d3f4a1-9c48-4e63-9891-d09e6ea07413,,Teresa,Almeida,false,Author
a8d3f4a1-9c48-4e63-9891-d09e6ea07413,2fa5dc89-7d78-45d0-96c7-e8f39b78dd3e,Anna,Vallgårda,false,Author
ada89c3c-1df8-4bd6-95a4-7a9ceedc767d,25a5a0d6-404b-419c-9502-b246525617a2,Laurens,Boer,false,Author
ada89c3c-1df8-4bd6-95a4-7a9ceedc767d,5d268f64-6963-4991-9ac4-e7510c0ae705,Harvey,Bewley,false,Author
ada89c3c-1df8-4bd6-95a4-7a9ceedc767d,4b32d446-5acb-42c7-83b2-41ca287d8613,Ben,Cahill,false,Author
ada89c3c-1df8-4bd6-95a4-7a9ceedc767d,,Steffen Hviid,Trier,true,Author
ce8c63cd-76ac-4a45-b35b-dcc9fe8b6bbb,25a5a0d6-404b-419c-9502-b246525617a2,Laurens,Boer,false,Author
ce8c63cd-76ac-4a45-b35b-dcc9fe8b6bbb,3ad26d6b-4619-4a9f-a1b6-8424aab1dd52,Tom,Jenkins,false,Author
818b9c3c-fa25-4f37-a32e-47c95e9fc110,25a5a0d6-404b-419c-9502-b246525617a2,Laurens,Boer,false,Author
818b9c3c-fa25-4f37-a32e-47c95e9fc110,,Kasper,Heiselberg,true,Author
818b9c3c-fa25-4f37-a32e-47c95e9fc110,5d268f64-6963-4991-9ac4-e7510c0ae705,Harvey,Bewley,false,Author
36e0b9a7-0bf1-44a3-9dc7-e5804b2d6292,25a5a0d6-404b-419c-9502-b246525617a2,Laurens,Boer,false,Author
36e0b9a7-0bf1-44a3-9dc7-e5804b2d6292,5d268f64-6963-4991-9ac4-e7510c0ae705,Harvey,Bewley,false,Author
20144053-8971-44b4-a1c6-c6089757e915,25a5a0d6-404b-419c-9502-b246525617a2,Laurens,Boer,false,Author
26646405-a418-442d-b342-168ce627a918,,Stephan,Boersma,true,Author
26646405-a418-442d-b342-168ce627a918,02960d47-7677-4b2c-99d4-490a31fd6885,Mircea,Lungu,false,Author
e01fc8ca-4f2f-478e-8e58-7473f104946e,,Bart,Bogaerts,true,Author
e01fc8ca-4f2f-478e-8e58-7473f104946e,b8c7a59c-125b-48a6-9a1f-e22b82335828,Luís,Cruz-Filipe,false,Author
c235a8f9-5b88-4768-81b6-3cafd838568e,,Bart,Bogaerts,true,Author
c235a8f9-5b88-4768-81b6-3cafd838568e,b8c7a59c-125b-48a6-9a1f-e22b82335828,Luís,Cruz-Filipe,false,Author
3309b86d-8669-426b-801e-9cebf3e0b2ab,,Bart,Bogaerts,true,Author
3309b86d-8669-426b-801e-9cebf3e0b2ab,b8c7a59c-125b-48a6-9a1f-e22b82335828,Luís,Cruz-Filipe,false,Author
7fb8797c-1e80-4c7f-803f-936ca3ef828a,,Bart,Bogaerts,true,Author
7fb8797c-1e80-4c7f-803f-936ca3ef828a,b8c7a59c-125b-48a6-9a1f-e22b82335828,Luís,Cruz-Filipe,false,Author
43e75afc-3963-4b7f-b56e-4ae9f21a0c85,,Cristian,Bogdan,true,Author
43e75afc-3963-4b7f-b56e-4ae9f21a0c85,805cae2a-3462-4130-88de-cc7d94aec0a5,Vasiliki,Tsaknaki,false,Author
43e75afc-3963-4b7f-b56e-4ae9f21a0c85,,Charles,Windlin,true,Author
43e75afc-3963-4b7f-b56e-4ae9f21a0c85,,Ozgun,Kilic Afsar,true,Author
43e75afc-3963-4b7f-b56e-4ae9f21a0c85,,Sara,Eriksson,true,Author
43e75afc-3963-4b7f-b56e-4ae9f21a0c85,,Ylva,Fernaeus,true,Author
43e75afc-3963-4b7f-b56e-4ae9f21a0c85,,Pedro,Sanches,true,Author
5e96d511-6f47-43df-b8de-e8ae4ade8b22,e726f512-d3fd-4d89-962a-3aa9f532a52f,Toine,Bogers,false,Author
5e96d511-6f47-43df-b8de-e8ae4ade8b22,,Marijn,Koolen,true,Author
e852ace7-5f87-410d-aaeb-2ce7430af71a,,Antonius Marinus,Bogers,false,Author
e852ace7-5f87-410d-aaeb-2ce7430af71a,,Marijn,Koolen,true,Author
80613867-ae87-4da8-8d11-813e694451b6,e726f512-d3fd-4d89-962a-3aa9f532a52f,Toine,Bogers,false,Author
80613867-ae87-4da8-8d11-813e694451b6,,Antal,Van den Bosch,true,Author
e03a3351-e3b7-4f38-bc4c-0f09eb76c5ee,e726f512-d3fd-4d89-962a-3aa9f532a52f,Toine,Bogers,false,Author
e03a3351-e3b7-4f38-bc4c-0f09eb76c5ee,,Marijn,Koolen,true,Author
e03a3351-e3b7-4f38-bc4c-0f09eb76c5ee,,Cataldo,Musto,true,Author
e03a3351-e3b7-4f38-bc4c-0f09eb76c5ee,,Pasquale,Lops,true,Author
e03a3351-e3b7-4f38-bc4c-0f09eb76c5ee,,Giovanni,Semeraro,true,Author
49666cb5-0d85-4b57-99cc-2c4eff41893d,e726f512-d3fd-4d89-962a-3aa9f532a52f,Toine,Bogers,false,Author
49666cb5-0d85-4b57-99cc-2c4eff41893d,,Willem,Thoonen,true,Author
49666cb5-0d85-4b57-99cc-2c4eff41893d,,Antal,van den Bosch,true,Author
3ed7a309-65dd-4d96-96ce-d72f7fe8f419,e726f512-d3fd-4d89-962a-3aa9f532a52f,Toine,Bogers,false,Author
3ed7a309-65dd-4d96-96ce-d72f7fe8f419,,Antal,Van Den Bosch,true,Author
665337eb-3d57-46ca-b3a6-7ade2527023c,e726f512-d3fd-4d89-962a-3aa9f532a52f,Toine,Bogers,false,Author
665337eb-3d57-46ca-b3a6-7ade2527023c,,Antal,van den Bosch,true,Author
52c78986-a403-4cbb-b7a8-75cba8e792c2,e726f512-d3fd-4d89-962a-3aa9f532a52f,Toine,Bogers,false,Author
52c78986-a403-4cbb-b7a8-75cba8e792c2,,David,Graus,true,Author
52c78986-a403-4cbb-b7a8-75cba8e792c2,,Mesut,Kaya,true,Author
52c78986-a403-4cbb-b7a8-75cba8e792c2,,Francisco,Gutiérrez,true,Author
52c78986-a403-4cbb-b7a8-75cba8e792c2,,Sepideh,Mesbah,true,Author
52c78986-a403-4cbb-b7a8-75cba8e792c2,,Chris,Johnson,true,Author
c5d07288-b113-4756-9369-6f74716c55b3,e726f512-d3fd-4d89-962a-3aa9f532a52f,Toine,Bogers,false,Author
c5d07288-b113-4756-9369-6f74716c55b3,,David,Graus,true,Author
c5d07288-b113-4756-9369-6f74716c55b3,,Mesut,Kaya,true,Author
c5d07288-b113-4756-9369-6f74716c55b3,,Francisco,Gutiérrez,true,Author
c5d07288-b113-4756-9369-6f74716c55b3,,Katrien,Verbert,true,Author
e20fb968-bc18-4726-bdf5-86c9ebf77538,e726f512-d3fd-4d89-962a-3aa9f532a52f,Toine,Bogers,false,Author
e20fb968-bc18-4726-bdf5-86c9ebf77538,,Maria,Gäde,true,Author
e20fb968-bc18-4726-bdf5-86c9ebf77538,,Mark,Hall,true,Author
e20fb968-bc18-4726-bdf5-86c9ebf77538,,Luanne,Freund,true,Author
e20fb968-bc18-4726-bdf5-86c9ebf77538,,Marijn,Koolen,true,Author
e20fb968-bc18-4726-bdf5-86c9ebf77538,,Vivien,Petras,true,Author
e20fb968-bc18-4726-bdf5-86c9ebf77538,,Mette,Skov,true,Author
ef981558-b8f4-4abe-afcd-443b37ea67c7,e726f512-d3fd-4d89-962a-3aa9f532a52f,Toine,Bogers,false,Author
ef981558-b8f4-4abe-afcd-443b37ea67c7,,Maria,Gäde,true,Author
ef981558-b8f4-4abe-afcd-443b37ea67c7,,Vivien,Petras,true,Author
ef981558-b8f4-4abe-afcd-443b37ea67c7,,Samuel,Dodson,true,Author
ef981558-b8f4-4abe-afcd-443b37ea67c7,,Mark,Hall,true,Author
ef981558-b8f4-4abe-afcd-443b37ea67c7,,Nils,Pharo,true,Author
ef981558-b8f4-4abe-afcd-443b37ea67c7,,Luanne,Freund,true,Author
ef981558-b8f4-4abe-afcd-443b37ea67c7,,Marijn,Koolen,true,Author
ef981558-b8f4-4abe-afcd-443b37ea67c7,,Mette,Skov,true,Author
1f58af84-ef4f-4d07-a3f8-892f49ab3990,e726f512-d3fd-4d89-962a-3aa9f532a52f,Toine,Bogers,false,Author
1f58af84-ef4f-4d07-a3f8-892f49ab3990,,Vivien,Petras,true,Author
868cb014-4dd1-417d-8f3a-0c528a77feca,e726f512-d3fd-4d89-962a-3aa9f532a52f,Toine,Bogers,false,Author
868cb014-4dd1-417d-8f3a-0c528a77feca,,Marijn,Koolen,true,Author
868cb014-4dd1-417d-8f3a-0c528a77feca,,Casper,Petersen,true,Author
868cb014-4dd1-417d-8f3a-0c528a77feca,,Bamshad,Mobasher,true,Author
868cb014-4dd1-417d-8f3a-0c528a77feca,,Alexander,Tuzhilin,true,Author
9fe42295-003b-4a06-b116-597a8cb33fd9,e726f512-d3fd-4d89-962a-3aa9f532a52f,Toine,Bogers,false,Author
9fe42295-003b-4a06-b116-597a8cb33fd9,,Birger,Larsen,true,Author
62f6ca1d-e335-4eb8-92b6-d42688ec8afb,e726f512-d3fd-4d89-962a-3aa9f532a52f,Toine,Bogers,false,Author
62f6ca1d-e335-4eb8-92b6-d42688ec8afb,,Georgeta,Bordea,true,Author
62f6ca1d-e335-4eb8-92b6-d42688ec8afb,,Paul,Buitelaar,true,Author
62f6ca1d-e335-4eb8-92b6-d42688ec8afb,,Nicola,Ferro,true,Author
62f6ca1d-e335-4eb8-92b6-d42688ec8afb,,Gianmaria,Silvello,true,Author
c09fb61a-a7de-49e9-bcf2-4a79cb4e16de,e726f512-d3fd-4d89-962a-3aa9f532a52f,Toine,Bogers,false,Author
c09fb61a-a7de-49e9-bcf2-4a79cb4e16de,,Maria,Gäde,true,Author
c09fb61a-a7de-49e9-bcf2-4a79cb4e16de,,Mark M.,Hall,true,Author
c09fb61a-a7de-49e9-bcf2-4a79cb4e16de,,Vivien,Petras,true,Author
c09fb61a-a7de-49e9-bcf2-4a79cb4e16de,,Mette,Skov,true,Author
c40b325a-f65f-414d-a3ff-fac0f31f0d22,e726f512-d3fd-4d89-962a-3aa9f532a52f,Toine,Bogers,false,Editor
c40b325a-f65f-414d-a3ff-fac0f31f0d22,,Marijn,Koolen,true,Editor
c40b325a-f65f-414d-a3ff-fac0f31f0d22,,Bamshad,Mobasher,true,Editor
c40b325a-f65f-414d-a3ff-fac0f31f0d22,,Alan,Said,true,Editor
c40b325a-f65f-414d-a3ff-fac0f31f0d22,,Alexander,Tuzhilin,true,Editor
8a7e85c4-c5de-44ca-aec2-665b6d20f819,e726f512-d3fd-4d89-962a-3aa9f532a52f,Toine,Bogers,false,Author
8a7e85c4-c5de-44ca-aec2-665b6d20f819,,Birger,Larsen,true,Author
6057a321-cf8e-402a-adf3-d62b3ccd55bb,e726f512-d3fd-4d89-962a-3aa9f532a52f,Toine,Bogers,false,Author
6057a321-cf8e-402a-adf3-d62b3ccd55bb,,Mesut,Kaya,true,Author
5050d115-b4bf-4bdd-b6f6-5343181bc6e5,e726f512-d3fd-4d89-962a-3aa9f532a52f,Toine,Bogers,false,Author
5050d115-b4bf-4bdd-b6f6-5343181bc6e5,,Marijn,Koolen,true,Author
14b983e9-a748-46ce-819c-b34a1d167a31,e726f512-d3fd-4d89-962a-3aa9f532a52f,Toine,Bogers,false,Author
84cca1a4-fc15-424d-b2cf-46c83d3e5162,e726f512-d3fd-4d89-962a-3aa9f532a52f,Toine,Bogers,false,Author
84cca1a4-fc15-424d-b2cf-46c83d3e5162,,Maria,Gäde,true,Author
84cca1a4-fc15-424d-b2cf-46c83d3e5162,,Mark Michael,Hall,true,Author
84cca1a4-fc15-424d-b2cf-46c83d3e5162,,Marijn,Koolen,true,Author
84cca1a4-fc15-424d-b2cf-46c83d3e5162,,Vivien,Petras,true,Author
84cca1a4-fc15-424d-b2cf-46c83d3e5162,,Paul,Thomas,true,Author
8726a2be-8d3f-4c97-bdc8-71ba17793b5e,e726f512-d3fd-4d89-962a-3aa9f532a52f,Toine,Bogers,false,Author
8726a2be-8d3f-4c97-bdc8-71ba17793b5e,,Antal,Van Den Bosch,true,Author
1d2c9ccd-be59-4346-b7d7-ec4a529df68d,e726f512-d3fd-4d89-962a-3aa9f532a52f,Toine,Bogers,false,Author
1d2c9ccd-be59-4346-b7d7-ec4a529df68d,,Samuel,Dodson,true,Author
1d2c9ccd-be59-4346-b7d7-ec4a529df68d,,Luanne,Freund,true,Author
1d2c9ccd-be59-4346-b7d7-ec4a529df68d,,Maria,Gäde,true,Author
1d2c9ccd-be59-4346-b7d7-ec4a529df68d,,Mark,Hall,true,Author
1d2c9ccd-be59-4346-b7d7-ec4a529df68d,,Marijn,Koolen,true,Author
1d2c9ccd-be59-4346-b7d7-ec4a529df68d,,Vivien,Petras,true,Author
1d2c9ccd-be59-4346-b7d7-ec4a529df68d,,Nils,Pharo,true,Author
1d2c9ccd-be59-4346-b7d7-ec4a529df68d,,Mette,Skov,true,Author
16314a57-f0ff-4e96-9032-3cc8e971c900,e726f512-d3fd-4d89-962a-3aa9f532a52f,Toine,Bogers,false,Author
16314a57-f0ff-4e96-9032-3cc8e971c900,,Antal,Van Den Bosch,true,Author
0907e5a5-78cd-4e1b-9a64-3c14e5c4d0ba,e726f512-d3fd-4d89-962a-3aa9f532a52f,Toine,Bogers,false,Author
0907e5a5-78cd-4e1b-9a64-3c14e5c4d0ba,,Lennart,Björneborn,true,Author
bdd198f6-7020-40e0-98aa-6d289b5007e6,e726f512-d3fd-4d89-962a-3aa9f532a52f,Toine,Bogers,false,Author
bdd198f6-7020-40e0-98aa-6d289b5007e6,,Vivien,Petras,true,Author
606e4322-a4c1-4587-9f1e-cdb8bfaa9085,e726f512-d3fd-4d89-962a-3aa9f532a52f,Toine,Bogers,false,Author
606e4322-a4c1-4587-9f1e-cdb8bfaa9085,,Rasmus,Nordenhoff Wernersen,true,Author
30616553-4d28-4b8b-8a4c-c1e45d8a2ab1,e726f512-d3fd-4d89-962a-3aa9f532a52f,Toine,Bogers,false,Author
30616553-4d28-4b8b-8a4c-c1e45d8a2ab1,,Maria,Gäde,true,Author
30616553-4d28-4b8b-8a4c-c1e45d8a2ab1,,Mark M.,Hall,true,Author
30616553-4d28-4b8b-8a4c-c1e45d8a2ab1,,Mette,Skov,true,Author
b38071ca-edab-4e2e-8daf-60bf78c5a946,e726f512-d3fd-4d89-962a-3aa9f532a52f,Toine,Bogers,false,Author
b38071ca-edab-4e2e-8daf-60bf78c5a946,,Marijn,Koolen,true,Author
b38071ca-edab-4e2e-8daf-60bf78c5a946,,Ivan,Cantádor,true,Author
78296176-2fd0-426d-8f25-3648aeb0d7f6,e726f512-d3fd-4d89-962a-3aa9f532a52f,Toine,Bogers,false,Author
78296176-2fd0-426d-8f25-3648aeb0d7f6,,Rune Rosenborg,Rasmussen,true,Author
78296176-2fd0-426d-8f25-3648aeb0d7f6,,Louis Sebastian Bo,Jensen,true,Author
eaabf6cf-3f78-4b49-a20f-603944a73995,e726f512-d3fd-4d89-962a-3aa9f532a52f,T.,Bogers,false,Author
eaabf6cf-3f78-4b49-a20f-603944a73995,,K.W.,Christensen,true,Author
eaabf6cf-3f78-4b49-a20f-603944a73995,,B.,Larsen,true,Author
f134a5c3-2ca4-4bf1-9567-e11e4d473a64,e726f512-d3fd-4d89-962a-3aa9f532a52f,Toine,Bogers,false,Author
f134a5c3-2ca4-4bf1-9567-e11e4d473a64,,Elke,Greifeneder,true,Author
b0a907f6-48f9-44f9-8c0e-2f13506a6e70,e726f512-d3fd-4d89-962a-3aa9f532a52f,Toine,Bogers,false,Author
b0a907f6-48f9-44f9-8c0e-2f13506a6e70,,Marijn,Koolen,true,Author
b0a907f6-48f9-44f9-8c0e-2f13506a6e70,,Bamshad,Mobasher,true,Author
b0a907f6-48f9-44f9-8c0e-2f13506a6e70,,Alan,Said,true,Author
b0a907f6-48f9-44f9-8c0e-2f13506a6e70,,Alexander,Tuzhilin,true,Author
8bd07bce-13a6-4354-b214-385fbafefc58,e726f512-d3fd-4d89-962a-3aa9f532a52f,Toine,Bogers,false,Author
8bd07bce-13a6-4354-b214-385fbafefc58,,Cataldo,Musto,true,Author
8bd07bce-13a6-4354-b214-385fbafefc58,,David,Wang,true,Author
8bd07bce-13a6-4354-b214-385fbafefc58,,Alexander,Felfernig,true,Author
8bd07bce-13a6-4354-b214-385fbafefc58,,Simone Borg,Bruun,true,Author
8bd07bce-13a6-4354-b214-385fbafefc58,,Giovanni,Semeraro,true,Author
8bd07bce-13a6-4354-b214-385fbafefc58,,Yong,Zheng,true,Author
3dfdb4c8-fc68-4b80-b44d-fa9d8ba27546,e726f512-d3fd-4d89-962a-3aa9f532a52f,Toine,Bogers,false,Editor
3dfdb4c8-fc68-4b80-b44d-fa9d8ba27546,,Pasquale,Lops,true,Editor
3dfdb4c8-fc68-4b80-b44d-fa9d8ba27546,,Marijn,Koolen,true,Editor
3dfdb4c8-fc68-4b80-b44d-fa9d8ba27546,,Cataldo,Musto,true,Editor
3dfdb4c8-fc68-4b80-b44d-fa9d8ba27546,,Giovanni,Semeraro,true,Editor
778a0fc0-844b-418d-85d9-c0cf623b81dc,,Antonius Marinus,Bogers,false,Author
778a0fc0-844b-418d-85d9-c0cf623b81dc,,Marijn,Koolen,true,Author
778a0fc0-844b-418d-85d9-c0cf623b81dc,,Bamshad,Mobasher,true,Author
778a0fc0-844b-418d-85d9-c0cf623b81dc,,Alan,Said,true,Author
778a0fc0-844b-418d-85d9-c0cf623b81dc,,Casper,Petersen,true,Author
f6ac285c-1bde-4363-a815-5a74268e08eb,e726f512-d3fd-4d89-962a-3aa9f532a52f,Toine,Bogers,false,Author
f6ac285c-1bde-4363-a815-5a74268e08eb,,Iris,Hendrickx,true,Author
f6ac285c-1bde-4363-a815-5a74268e08eb,,Marijn,Koolen,true,Author
f6ac285c-1bde-4363-a815-5a74268e08eb,,Suzan,Verberne,true,Author
3674ef7f-6af0-482f-b8da-ba75fdffcafd,e726f512-d3fd-4d89-962a-3aa9f532a52f,Toine,Bogers,false,Author
3674ef7f-6af0-482f-b8da-ba75fdffcafd,,Marijn,Koolen,true,Author
3674ef7f-6af0-482f-b8da-ba75fdffcafd,,Ivan,Cantádor,true,Author
a7f3730a-446a-4896-85f9-5da12259e30b,e726f512-d3fd-4d89-962a-3aa9f532a52f,Toine,Bogers,false,Author
a7f3730a-446a-4896-85f9-5da12259e30b,,Marijn,Koolen,true,Author
f4dfc7bc-917f-4019-8ae5-50d45e51d8da,e726f512-d3fd-4d89-962a-3aa9f532a52f,Toine,Bogers,false,Author
4734d1fa-d7b0-40e8-b170-99558f721ac5,e726f512-d3fd-4d89-962a-3aa9f532a52f,Toine,Bogers,false,Author
4734d1fa-d7b0-40e8-b170-99558f721ac5,,Marijn,Koolen,true,Author
4734d1fa-d7b0-40e8-b170-99558f721ac5,,Casper,Petersen,true,Author
4734d1fa-d7b0-40e8-b170-99558f721ac5,,Bamshad,Mobasher,true,Author
4734d1fa-d7b0-40e8-b170-99558f721ac5,,Alexander,Tuzhilin,true,Author
4734d1fa-d7b0-40e8-b170-99558f721ac5,,Oren Sar,Shalom,true,Author
4734d1fa-d7b0-40e8-b170-99558f721ac5,,Dietmar,Jannach,true,Author
4734d1fa-d7b0-40e8-b170-99558f721ac5,,Joseph A.,Konstan,true,Author
32cc2527-bdaf-44a7-8016-759a324c17fd,e726f512-d3fd-4d89-962a-3aa9f532a52f,Toine,Bogers,false,Author
32cc2527-bdaf-44a7-8016-759a324c17fd,,Vivien,Petras,true,Author
6354a829-d2be-474a-ab11-d18690e9d522,e726f512-d3fd-4d89-962a-3aa9f532a52f,Toine,Bogers,false,Author
08fd4123-a089-42d1-9cb3-ffe7793e62e2,e726f512-d3fd-4d89-962a-3aa9f532a52f,Toine,Bogers,false,Author
08fd4123-a089-42d1-9cb3-ffe7793e62e2,,Marijn,Koolen,true,Author
08fd4123-a089-42d1-9cb3-ffe7793e62e2,,Cataldo,Musto,true,Author
08fd4123-a089-42d1-9cb3-ffe7793e62e2,,Pasquale,Lops,true,Author
08fd4123-a089-42d1-9cb3-ffe7793e62e2,,Giovanni,Semeraro,true,Author
4c28e216-0511-4c2f-9480-edfb49ab2e3a,e726f512-d3fd-4d89-962a-3aa9f532a52f,Toine,Bogers,false,Author
4c28e216-0511-4c2f-9480-edfb49ab2e3a,,Maria,Gäde,true,Author
4c28e216-0511-4c2f-9480-edfb49ab2e3a,,Luanne,Freund,true,Author
4c28e216-0511-4c2f-9480-edfb49ab2e3a,,Mark,Hall,true,Author
4c28e216-0511-4c2f-9480-edfb49ab2e3a,,Marijn,Koolen,true,Author
4c28e216-0511-4c2f-9480-edfb49ab2e3a,,Vivien,Petras,true,Author
4c28e216-0511-4c2f-9480-edfb49ab2e3a,,Mette,Skov,true,Author
46532da6-5736-4ed1-acd2-84e9dfab4a21,e726f512-d3fd-4d89-962a-3aa9f532a52f,Toine,Bogers,false,Author
46532da6-5736-4ed1-acd2-84e9dfab4a21,,Pasquale,Lops,true,Author
46532da6-5736-4ed1-acd2-84e9dfab4a21,,Marijn,Koolen,true,Author
46532da6-5736-4ed1-acd2-84e9dfab4a21,,Cataldo,Musto,true,Author
46532da6-5736-4ed1-acd2-84e9dfab4a21,,Giovanni,Semeraro,true,Author
f1366ffc-a01d-4772-899d-f01e43947860,e726f512-d3fd-4d89-962a-3aa9f532a52f,Toine,Bogers,false,Editor
f1366ffc-a01d-4772-899d-f01e43947860,,Marijn,Koolen,true,Editor
ece3e6c4-3021-4e27-8efe-392d64735435,e726f512-d3fd-4d89-962a-3aa9f532a52f,Toine,Bogers,false,Author
ece3e6c4-3021-4e27-8efe-392d64735435,,Marijn,Koolen,true,Author
ece3e6c4-3021-4e27-8efe-392d64735435,,Iván,Cantador,true,Author
bc87e556-3ee2-49f7-b350-3b62f7bb6e48,e726f512-d3fd-4d89-962a-3aa9f532a52f,Toine,Bogers,false,Author
bc87e556-3ee2-49f7-b350-3b62f7bb6e48,,Marijn,Koolen,true,Author
bc87e556-3ee2-49f7-b350-3b62f7bb6e48,,Iván,Cantador,true,Author
c199f1b0-1edc-4098-b70d-b01b4b75ebf6,e726f512-d3fd-4d89-962a-3aa9f532a52f,Toine,Bogers,false,Author
c199f1b0-1edc-4098-b70d-b01b4b75ebf6,,Marijn,Koolen,true,Author
c199f1b0-1edc-4098-b70d-b01b4b75ebf6,,Bamshad,Mobasher,true,Author
c199f1b0-1edc-4098-b70d-b01b4b75ebf6,,Alan,Said,true,Author
c199f1b0-1edc-4098-b70d-b01b4b75ebf6,,Alexander,Tuzhilin,true,Author
ad7986dc-a9aa-4c6b-8f56-7c5dff1fd01d,e726f512-d3fd-4d89-962a-3aa9f532a52f,Toine,Bogers,false,Editor
ad7986dc-a9aa-4c6b-8f56-7c5dff1fd01d,,Marijn,Koolen,true,Editor
ad7986dc-a9aa-4c6b-8f56-7c5dff1fd01d,,Ivan,Cantádor,true,Editor
de35809d-ec9a-4371-ac8c-67a78de74d51,e726f512-d3fd-4d89-962a-3aa9f532a52f,Toine,Bogers,false,Author
7e5e8ea4-9d1c-434f-ae7c-0076d2943cf8,e726f512-d3fd-4d89-962a-3aa9f532a52f,Toine,Bogers,false,Author
7e5e8ea4-9d1c-434f-ae7c-0076d2943cf8,,Ammar Ali Abdelrahim,Al-Basri,true,Author
7e5e8ea4-9d1c-434f-ae7c-0076d2943cf8,,Claes,Ostermann Rytlig,true,Author
7e5e8ea4-9d1c-434f-ae7c-0076d2943cf8,,Mads Emil,Bak Møller,true,Author
7e5e8ea4-9d1c-434f-ae7c-0076d2943cf8,,Mette,Juhl Rasmussen,true,Author
7e5e8ea4-9d1c-434f-ae7c-0076d2943cf8,,Nikita Katrine,Bates Michelsen,true,Author
7e5e8ea4-9d1c-434f-ae7c-0076d2943cf8,,Sara,Gerling Jørgensen,true,Author
1e6c4f6c-1f43-45d5-b9ff-7b448f49d921,e726f512-d3fd-4d89-962a-3aa9f532a52f,Toine,Bogers,false,Author
1e6c4f6c-1f43-45d5-b9ff-7b448f49d921,,Antal Den,Van Bosch,true,Author
d29e9dd8-66af-447b-b34d-834b966dce7d,e726f512-d3fd-4d89-962a-3aa9f532a52f,Toine,Bogers,false,Author
d29e9dd8-66af-447b-b34d-834b966dce7d,,Maria,Gäde,true,Author
d29e9dd8-66af-447b-b34d-834b966dce7d,,Marijn,Koolen,true,Author
d29e9dd8-66af-447b-b34d-834b966dce7d,,Vivien,Petras,true,Author
d29e9dd8-66af-447b-b34d-834b966dce7d,,Mette,Skov,true,Author
85a0c2dd-71f1-47e9-a6a8-0a47ea6aef80,e726f512-d3fd-4d89-962a-3aa9f532a52f,Toine,Bogers,false,Author
