id,period,title
1448,Autumn 2017,Philosophy of Science and Technology
1449,Autumn 2017,Philosophy of Science and Technology - DMD
1450,Autumn 2017,Philosophy of Science and Technology - DMD
1451,Autumn 2019,Philosophy of Science and Technology - DMD/B-DDIT
1452,Autumn 2017,Philosophy of Science and Technology - DMD/B-DDIT
1453,Autumn 2017,Philosophy of Science and Technology - DMD/B-DDIT
1454,Autumn 2017,Philosophy of Science and Technology - DMD/B-DDIT
1455,Autumn 2017,Philosophy of Science and Technology - DMD/B-DDIT
1456,Autumn 2017,Philosophy of Science and Technology - DMD/B-DDIT
1457,Spring 2025,Physical Computing – Theory and Practice
1458,Spring 2026,Physical Computing - teori og praksis
1459,Autumn 2019,Play Lab
1460,Spring 2020,Play Lab
1461,Spring 2020,Play Lab
1462,Spring 2020,Play Lab
1463,Spring 2020,Play Lab
1464,Spring 2020,Play Lab
1465,Spring 2020,Play Lab
1466,Spring 2020,Play Lab
1467,Spring 2020,Play Lab
1468,Spring 2020,Playable Media
1469,Spring 2020,Playable Media
1470,Spring 2020,Playable Media
1471,Spring 2020,Playable Media
1472,Spring 2020,Playable Media
1473,Spring 2020,Playable Media
1474,Spring 2020,Playable Media
1475,Spring 2020,Playable Media
1476,Spring 2020,Playful Design
1477,Spring 2020,Politisk kommunikation
1478,Spring 2020,Practical & Strategic Communication
1479,Spring 2020,Practical Concurrent and Parallel Programming
1480,Spring 2020,Practical Concurrent and Parallel Programming
1481,Spring 2020,Practical Concurrent and Parallel Programming
1482,Spring 2020,Practical Concurrent and Parallel Programming
1483,Spring 2020,Practical Concurrent and Parallel Programming - CS/SDT
1484,Autumn 2019,Practical Concurrent and Parallel Programming - MSc CS
1485,Autumn 2025,Practical Concurrent and Parallel Programming - MSc CS
1486,Autumn 2025,Practical Concurrent and Parallel Programming - MSc CS (Autumn 2018) - MERGED with KSPRCPP1KU
1487,Autumn 2025,Practical Concurrent and Parallel Programming - MSc CS
1488,Autumn 2025,Practical Concurrent and Parallel Programming - MSc CS
1489,Autumn 2025,Practical Concurrent and Parallel Programming - MSc CS
1490,Autumn 2025,Practical Concurrent and Parallel Programming - MSc CS
1491,Autumn 2025,Practical Concurrent and Parallel Programming - MSc CS
1492,Autumn 2025,Practical Concurrent and Parallel Programming - MSc CS
1493,Autumn 2025,Practical Concurrent and Parallel Programming - MSc CS
1494,Autumn 2025,Practical Software Analysis
1495,Autumn 2025,Practical Software Analysis
1496,Autumn 2025,PractiseIT A2018
1497,Autumn 2025,PractiseIT A23
1498,Autumn 2025,Presentation and Investigation
1499,Spring 2020,Probabilistic Programming
1500,Autumn 2025,Probabilistic Programming
1501,Autumn 2025,Probabilistic Programming
1502,Autumn 2025,Probabilistic Programming
1503,Autumn 2025,Probabilistic Programming
1504,Autumn 2025,Probabilistic Programming
1505,Autumn 2025,Probabilistic Programming
1506,Spring 2025,Probabilistic Programming - BDS
1507,Autumn 2025,Probabilistic Programming - BDS
1508,Autumn 2025,Probabilistic Programming - BDS
1509,Spring 2026,Procedural Content Generation for Games
1510,Autumn 2025,Procedural Content Generation for Games
1511,Autumn 2025,Procedural Content Generation in Games
1512,Autumn 2025,Procedural Content Generation in Games
1513,Autumn 2025,Procedural Content Generation in Games
1514,Autumn 2025,Procedural Content Generation in Games
1515,Spring 2026,Process Innovation
1516,Spring 2026,Process Innovation
1517,Spring 2026,Process Innovation
1518,Spring 2026,Process Innovation
1519,Spring 2026,Process Innovation
1520,Spring 2026,Process Innovation
1521,Spring 2026,Process Innovation
1522,Spring 2026,Process Innovation
1523,Spring 2026,Process Innovation
1524,Spring 2026,Process Innovation
1525,Spring 2026,Process Innovation
1526,Spring 2026,Process Innovation
1527,Spring 2026,Process Innovation - extraordinary exam (autumn 2021)
1528,Spring 2022,Program Verification - BSc
1529,Spring 2026,Program Verification - BSc
1530,Spring 2026,Program Verification - BSc
1531,Spring 2026,Program Verification - BSc
1532,Spring 2026,Program Verification - BSc
1533,Spring 2026,Program Verification - BSc
1534,Spring 2022,Program Verification - MSc
1535,Spring 2026,Program Verification - MSc
1536,Spring 2026,Program Verification - MSc
1537,Spring 2026,Program Verification - MSc
1538,Spring 2026,Program Verification - MSc
1539,Spring 2026,Program Verification - MSc
1540,Autumn 2019,Programmer som data
1541,Spring 2026,Programmer som data
1542,Spring 2026,Programmer som data
1543,Spring 2026,Programmer som data
1544,Spring 2026,Programmer som data
1545,Spring 2026,Programmer som data
1546,Autumn 2024,Programming Experimental Interactions
1547,Autumn 2020,Programming Mobile Applications
1548,Spring 2021,Programming and Data Processing
1549,Spring 2026,Programming and Data Processing
1550,Spring 2026,Programming and Data Processing
1551,Spring 2026,Programming and Data Processing
1552,Spring 2026,Programming and Data Processing
1553,Spring 2026,Programming and Data Processing
1554,Spring 2026,Programming and Data Processing
1555,Spring 2026,Programming and Data Processing
1556,Autumn 2019,Programming for Designers
1557,Spring 2026,Programming for Designers
1558,Spring 2026,Programming for Designers
1559,Spring 2026,Programming for Designers
1560,Spring 2026,Programming for Designers
1561,Spring 2026,Programming for Designers
1562,Spring 2026,Programming for Designers
1563,Spring 2026,Programming for Designers
1564,Spring 2026,Programming for Designers
1565,Spring 2026,Programming for Designers
1566,Spring 2026,Programming for Game Designers
1567,Spring 2026,Programming for Game Designers
1568,Spring 2026,Programming for Game Designers
1569,Spring 2026,Programming for Game Designers
1570,Spring 2026,Programs as Data
1571,Spring 2026,Project & Thesis Supervision (TDP) S2021
1572,Spring 2026,Project & Thesis Supervision Course S2019
1573,Spring 2026,Project Cluster. B.Sc. Project
1574,Spring 2026,Project Cluster. B.Sc. Project - GBI
1575,Spring 2026,Project Cluster: Bachelor's Project
1576,Spring 2026,Project Cluster: Concept Development with Industry
1577,Spring 2026,Project Cluster: IT Leadership and Management
1578,Spring 2026,Project Cluster: IT Leadership and Management
1579,Spring 2026,Project Cluster: Introductory Academic Project
1580,Spring 2026,Project Cluster: Introductory Academic Project
1581,Spring 2026,Project Work and Communication I
1582,Spring 2026,Project Work and Communication II
1583,Spring 2026,Project and Thesis Supervision Course
1584,Spring 2026,Project and Thesis Supervision Course (TDP) A2022
1585,Spring 2026,Project and Thesis Supervision Course S2023
1586,Spring 2026,Project and thesis supervision A2019
1587,Spring 2026,Project and thesis supervision A2020
1588,Spring 2026,Project and thesis supervision S2020
1589,Spring 2026,Project and thesis supervision course (TDP) A2021
1590,Spring 2024,Projects in Data Science
1591,Programme Access course Project and thesis supervision course A2017 Semester,Projects in Data Science
1592,Programme Access course Project and thesis supervision course A2017 Semester,Projects in Data Science
1593,Programme Access course Project and thesis supervision course A2017 Semester,Projects in Data Science
1594,Autumn 2019,Projektarbejde og kommunikation
1595,Programme Access course Project and thesis supervision course A2017 Semester,Projektarbejde og kommunikation
1596,Programme Access course Project and thesis supervision course A2017 Semester,Projektarbejde og kommunikation
1597,Programme Access course Project and thesis supervision course A2017 Semester,Projektarbejde og kommunikation
1598,Programme Access course Project and thesis supervision course A2017 Semester,Projektarbejde og kommunikation (Autumn 2018) - MERGED with 1407003U-1
1599,Programme Access course Project and thesis supervision course A2017 Semester,Projektarbejde og kommunikation
1600,Programme Access course Project and thesis supervision course A2017 Semester,Projektarbejde og kommunikation
1601,Programme Access course Project and thesis supervision course A2017 Semester,Projektarbejde og kommunikation
1602,Programme Access course Project and thesis supervision course A2017 Semester,Projektarbejde og kommunikation
1603,Programme Access course Project and thesis supervision course A2017 Semester,Projektarbejde og kommunikation
1604,Programme Access course Project and thesis supervision course A2017 Semester,Projektarbejde og kommunikation
1605,Programme Access course Project and thesis supervision course A2017 Semester,Projektarbejde og kommunikation
1606,Programme Access course Project and thesis supervision course A2017 Semester,Projektarbejde og kommunikation 1+2
1607,Programme Access course Project and thesis supervision course A2017 Semester,Projektarbejde og kommunikation I
1608,Programme Access course Project and thesis supervision course A2017 Semester,Projektarbejde og kommunikation II
1609,Programme Access course Project and thesis supervision course A2017 Semester,Projektklynge om IT-ledelse
1610,Programme Access course Project and thesis supervision course A2017 Semester,Projektklynge: Innovative Forretningsmodeller med Mobile Enheder - F2014
1611,Programme Access course Project and thesis supervision course A2017 Semester,Projektklynge: Introducerende akademisk projekt
1612,Programme Access course Project and thesis supervision course A2017 Semester,Projektklynge: Introducerende akademisk projekt
1613,Autumn 2019,Prototyping af interaktive teknologier
1614,Programme Access course Project and thesis supervision course A2017 Semester,Prototyping af interaktive teknologier
1615,Programme Access course Project and thesis supervision course A2017 Semester,Prototyping af interaktive teknologier
1616,Spring 2020,Psychology of Play and Games
1617,Spring 2020,Psychology of Play and Games
1618,Spring 2020,Psychology of Play and Games
1619,Spring 2020,Psychology of Play and Games
1620,Spring 2020,Psychology of Play and Games
1621,Spring 2020,Psychology of Play and Games
1622,Spring 2020,Psychology of Play and Games
1623,Spring 2020,Psychology of Play and Games
1624,Spring 2020,Qualification Seminar Programming
1625,Spring 2020,Qualification Seminar Programming (Summer 2018)
1626,Spring 2020,Qualification Seminar Programming (Summer 2019)
1627,Spring 2020,Qualification Seminar Qualitative Methods
1628,Spring 2020,Qualification Seminar Qualitative Methods (Summer 2018)
1629,Spring 2020,Qualification Seminar Qualitative Methods (Summer 2019)
1630,Spring 2020,Qualitative Methods
1631,Spring 2020,Qualitative Methods
1632,Spring 2020,Qualitative Methods
1633,Spring 2020,Qualitative Methods
1634,Spring 2025,Qualitative Methods and Reflections
1635,Spring 2020,Qualitative Methods and Reflections
1636,Spring 2020,Qualitative Methods and Reflections
1637,Spring 2026,Quantitative Methods & Business Analytics
1638,Spring 2020,Quantitative Methods & Business Analytics
1639,Autumn 2026,Randomised Algorithms
1640,Autumn 2025,Readings in Data Systems
1641,Spring 2020,Readings in Data Systems
1642,Autumn 2019,Reassembling Innovation
1643,Spring 2020,Reassembling Innovation
1644,Spring 2020,Reassembling Innovation (Autumn 2018) - MERGED with KBREINN1KU-1
1645,Spring 2020,Reassembling Innovation
1646,Spring 2020,Reassembling Innovation
1647,Spring 2020,Reassembling Innovation
1648,Spring 2020,Reflections on Data Science
1649,Autumn 2022,Reflections on Data Science
1650,Autumn 2022,Reflections on Data Science
1651,Autumn 2022,Reflections on Data Science
1652,Autumn 2022,Reflections on Data Science
1653,Autumn 2022,Reflections on Data Science
1654,Autumn 2022,Reflections on Data Science
1655,Autumn 2022,Reflections on Data Science
1656,Autumn 2022,Reflections on IT
1657,Autumn 2022,Reflections on IT
1658,Autumn 2022,Reflections on IT
1659,Autumn 2022,Reflections on IT
1660,Autumn 2022,Reflections on IT
1661,Autumn 2022,Reflections on IT
1662,Autumn 2022,Reflections on IT
1663,Autumn 2022,Reflections on IT
1664,Autumn 2022,Reflections on IT
1665,Autumn 2022,Reflections on IT
1666,Autumn 2022,Refleksion over it
1667,Spring 2020,Second Year Project: Functional Programming
1668,Autumn 2022,Security 1 - BSc
1669,Autumn 2019,Security 1 - BSc
1670,Autumn 2019,Security 1 - BSc
1671,Autumn 2019,Security 1 - BSc
1672,Autumn 2019,Security 1/MSc
1673,Autumn 2019,Security 2
1674,Autumn 2019,Security 2
1675,Autumn 2019,Security 2
1676,Autumn 2019,Security 2
1677,Autumn 2019,Security 2
1678,Autumn 2019,Security and Compliance Brush-up
1679,Autumn 2019,Security and Compliance Brush-up (2025)
1680,Autumn 2019,Security and Privacy
1681,Autumn 2019,Security and Privacy
1682,Autumn 2019,Security and Privacy
1683,Autumn 2019,Security and Privacy
1684,Autumn 2019,Security and Privacy
1685,Autumn 2019,Security and Privacy
1686,Autumn 2019,Security and Privacy
1687,Autumn 2019,Security and Privacy
1688,Spring 2020,Security - BSc
1689,Autumn 2019,Security - BSc
1690,Autumn 2019,Security - BSc
1691,Autumn 2019,Security - BSc
1692,Autumn 2019,Security - BSc
1693,Autumn 2019,Security - MSc (Autumn 2018) - MERGED with KSSECU11KU
1694,Autumn 2019,Security - MSc
1695,Autumn 2021,Seminars in Data Science
1696,Spring 2018,Seminars in Data Science
1697,Spring 2018,Seminars in Data Science
1698,Spring 2018,Seminars in Data Science
1699,Spring 2018,Seminars in Data Science
1700,Spring 2018,Seminars in Data Science
1701,Spring 2018,Service Design
1702,Spring 2018,Service Design
1703,Autumn 2019,Service Design - Management and Implementation
1704,Spring 2018,Service Design - Management and Implementation
1705,Spring 2018,Service Design - Management and Implementation
1706,Spring 2018,Service Design - Management and Implementation
1707,Spring 2018,Service Design - Management and Implementation
1708,Spring 2018,Service Design - Management and Implementation
1709,Spring 2018,Service Design - Management and Implementation
1710,Spring 2018,Service Design - Management and Implementation
1711,Spring 2018,Service Design: Theory and Practice
1712,Spring 2018,Service Design: Theory and Practice
1713,Spring 2018,Service Design: Theory and Practice
1714,Spring 2018,Service Design: Theory and Practice
1715,Spring 2018,Service Design: Theory and Practice
1716,Spring 2018,Service Economics
1717,Spring 2018,Service Economics
1718,Spring 2018,Service Economics
1719,Spring 2018,Service Economics
1720,Spring 2018,Service Economics
1721,Spring 2018,Service Economics
1722,Spring 2018,Service Economics
1723,Spring 2018,Servicedesign og brugerinddragelse for it-ledere
1724,Spring 2018,Servicedesign og digitalisering
1725,Autumn 2019,Situating Interactions
1726,Programme Access course Site feedback Semester,Situating Interactions
1727,Programme Access course Site feedback Semester,Situating Interactions
1728,Programme Access course Site feedback Semester,Situating Interactions
1729,Programme Access course Site feedback Semester,Situating Interactions
1730,Programme Access course Site feedback Semester,Situating Interactions
1731,Programme Access course Site feedback Semester,Situating Interactions
1732,Autumn 2024,Situeret teknologi
1733,Programme Access course Site feedback Semester,Situeret teknologi
1734,Programme Access course Site feedback Semester,Situeret teknologi
1735,Programme Access course Site feedback Semester,Sketching
1736,Programme Access course Site feedback Semester,Sketching
1737,Programme Access course Site feedback Semester,Social Media Management
1738,Programme Access course Site feedback Semester,Social Media Usage
1739,Programme Access course Site feedback Semester,Social Media Usage
1740,Programme Access course Site feedback Semester,Social Media Usage
1741,Programme Access course Site feedback Semester,Social Media Usage
1742,Programme Access course Site feedback Semester,Sociale medier: Kulturer og netværk (1. del af specialisering)
1743,Programme Access course Site feedback Semester,Sociale medier: Kulturer og netværk
1744,Programme Access course Site feedback Semester,Sociale medier: Kulturer og netværk
1745,Programme Access course Site feedback Semester,Sociale medier: Kulturer og netværk
1746,Autumn 2024,Society & Technology
1747,Programme Access course Site feedback Semester,Society & Technology
1748,Programme Access course Site feedback Semester,Society & Technology
1749,Autumn 2019,Society and Technology
1750,Autumn 2019,Software Development and Software Engineering
1751,Autumn 2023,Software Development and Software Engineering
1752,Autumn 2023,Software Development and Software Engineering
1753,Autumn 2023,Software Development and Software Engineering
1754,Autumn 2023,Software Development and Software Engineering
1755,Autumn 2023,Software Development and Software Engineering
1756,Autumn 2023,Software Development and Software Engineering
1757,Autumn 2023,Software Development and Software Engineering
1758,Autumn 2022,Software Ecosystems - combining user centered design - organisational and technical dimensions
1759,Autumn 2023,Software Ecosystems - combining user centered design - organisational and technical dimensions
1760,Autumn 2023,Software Ecosystems - combining user centered design - organisational and technical dimensions
1761,Autumn 2023,Software Ecosystems - combining user centered design - organisational and technical dimensions
1762,Autumn 2019,Software Engineering
1763,Autumn 2023,Software Engineering
1764,Autumn 2023,Software Engineering
1765,Autumn 2023,Software Engineering
1766,Autumn 2023,Software Engineering
1767,Autumn 2023,Software Engineering
1768,Autumn 2023,Software Engineering
1769,Autumn 2023,Software Engineering
1770,Autumn 2023,Software Engineering and Software Qualities
1771,Autumn 2023,Software Engineering and Software Qualities
1772,Autumn 2023,Software Engineering and Software Qualities
1773,Autumn 2023,Software Engineering and Software Qualities
1774,Autumn 2023,Software Engineering and Software Qualities
1775,Autumn 2023,Software Engineering and Software Qualities (Autumn 2018) - MERGED with KSSOESQ1KU
1776,Autumn 2023,Software Engineering and Software Qualities - SD/SDT
1777,Autumn 2023,Software Engineering and Software Qualities - MSc SD
1778,Autumn 2025,Software and AI Studies
1779,Autumn 2023,Software and AI Studies
1780,Autumn 2023,Sourcing - Systemanskaffelse
1781,Autumn 2023,Sourcing og globalt samarbejde
1782,Autumn 2025,Special Topic in Interaction Design
1783,Autumn 2023,Special Topic in Interaction Design
1784,Autumn 2025,Special Topic in Service Design
1785,Autumn 2025,Special Topic in UX Design
1786,Autumn 2023,Special Topic in UX Design
1787,Autumn 2026,Styring af digitaliseringsprojekter i komplekse kontekster
1788,Autumn 2026,Sustainable IT
1789,SWU (Spring 2021) Semester Spring 2021,Sustainable Innovation and Smart Cities
1790,SWU (Spring 2021) Semester Spring 2021,System Architecture and Security
1791,SWU (Spring 2021) Semester Spring 2021,System Architecture and Security
1792,SWU (Spring 2021) Semester Spring 2021,System Architecture and Security
1793,SWU (Spring 2021) Semester Spring 2021,System Architecture and Security
1794,SWU (Spring 2021) Semester Spring 2021,System Development and Project Organisation
1795,Spring 2024,System Development and Project Organization
1796,Spring 2024,System Development and Project Organization
1797,Spring 2024,System Development and Project Organization
1798,Spring 2024,System Development and Project Organization
1799,Spring 2024,System Development and Project Organization
1800,Spring 2024,System Development and Project Organization
1801,Spring 2024,System Development and Project Organization
1802,Spring 2024,System Development and Project Organization
1803,Spring 2024,System Development and Project Organization
1804,Spring 2024,System Development and Project Organization
1805,Spring 2024,System Development and Project Organization
1806,Spring 2024,Systematic Design of User Interfaces
1807,Spring 2024,Systematisk design af brugergrænseflader
1808,Spring 2024,Systematisk design af brugergrænseflader
1809,Spring 2024,Systematisk design af brugergrænseflader
1810,Spring 2024,Systematisk design af brugergrænseflader
1811,Spring 2024,Systematisk design af brugergrænseflader
1812,Spring 2024,Systematisk design af brugergrænseflader
1813,Spring 2024,Systematisk design af brugergrænseflader
1814,Spring 2024,Systemudvikling og projektorganisering
1815,Spring 2024,T15 Design of Business IT
1816,Spring 2024,T16 Smart Phone e-Business Application Development
1817,Spring 2024,T24 Service Design
1818,Spring 2024,T6 IT-Security
1819,Spring 2024,T8 Enterprise Architecture
1820,Spring 2024,TA Demo Course
1821,Spring 2024,TA Workshop A2024
1822,Spring 2024,TA Workshop A2024 - Online
1823,Spring 2024,TA Workshop S24 (Online)
1824,Spring 2024,TA Workshop S24 (Thursday - Onsite)
1825,Spring 2024,TA webinar - How to do exercise sessions online and as hybrid
1826,Spring 2024,TA workshop
1827,Spring 2024,TA workshop
1828,Spring 2024,TA workshop - Qualification Seminar in Programming
1829,Spring 2024,TA workshop A2019
1830,Spring 2024,TA workshop A2020
1831,Spring 2024,TA workshop A2021
1832,Spring 2024,TA workshop A2022 (Campus)
1833,Spring 2024,TA workshop A2022 (online)
1834,Spring 2024,TA workshop A2023
1835,Spring 2024,TA workshop S2020
1836,Spring 2024,TA workshop S2021
1837,Spring 2024,TA workshop S2022
1838,Autumn 2019,Technical Communication
1839,Programme Access course,Technical Communication
1840,Programme Access course,Technical Communication
1841,Programme Access course,Technical Communication
1842,Programme Access course,Technical Communication
1843,Programme Access course,Technical Communication
1844,Programme Access course,Technical Communication
1845,Programme Access course,Technical Communication
1846,Autumn 2019,Technical Interaction Design
1847,Programme Access course,Technical Interaction Design
1848,Programme Access course,Technical Interaction Design
1849,Programme Access course,Technical Interaction Design
1850,Programme Access course,Technical Interaction Design
1851,Programme Access course,Technical Interaction Design
1852,Programme Access course,Technical Interaction Design
1853,Programme Access course,Technical Interaction Design
1854,Programme Access course,Test - F23
1855,Programme Access course,Test - F23
1856,Programme Access course,Test Moodle 4.5
1857,Programme Access course,Test Moodle 4.5
1858,Programme Access course,Test Moodle 4.5
1859,Programme Access course,Test Moodle 4.5
1860,Programme Access course,Test course LearnIT-flyt
1861,Programme Access course,Test! Good Practice Kursusbeskrivelse - B-DDIT
1862,Programme Access course,Test! Good Practice Kursusbeskrivelse - Computer Science
1863,Spring 2023,The Digital State
1864,Spring 2023,The Digital State
1865,Spring 2023,The Digital State
1866,Spring 2023,The Digital State
1867,Spring 2023,The Digital State
1868,Spring 2023,The Digital State
1869,Spring 2023,The Digital State
1870,Spring 2023,The Digital State
1871,Spring 2023,The Digital State
1872,Spring 2023,The Digital State
1873,Spring 2023,The Digital State - Extraordinary exam (autumn 2024)
1874,Spring 2023,The Digital State - extraordinary exam
1875,Autumn 2021,The Digital State in Practice
1876,Spring 2023,The Digital State in Practice
1877,Spring 2023,The Digital State in Practice
1878,Spring 2023,The Digital State in Practice
1879,Spring 2023,The Digital State in Practice
1880,Spring 2023,The Digital State in Practice
1881,Spring 2023,The IT Manager as a Business Leader
1882,Autumn 2019,Thesis Preparation - Games
1883,Spring 2023,Thesis Preparation - Games
1884,Spring 2023,Thesis Preparation - Games
1885,Spring 2023,Thesis Preparation - Games
1886,Spring 2023,Thesis Preparation - Games
1887,Spring 2023,Thesis Preparation - Games
1888,Spring 2023,Thesis Preparation - Games
1889,Spring 2023,Thesis Preparation - Games
1890,Spring 2023,Thesis Preparation DDK
1891,Spring 2023,Thesis Preparation DDK
1892,Spring 2023,Thesis Preparation DDK
1893,Spring 2023,Thesis Preparation DDK
1894,Spring 2023,Thesis Preparation DDK
1895,Spring 2023,Thesis Preparation DDK
1896,Spring 2023,Thesis Preparation DDK
1897,Spring 2023,Thesis Preparation DDK
1898,Spring 2023,Thesis Preparation DDK
1899,Autumn 2026,Threat-informed Security
1900,Spring 2020,UX Design I
1901,Autumn 2019,UX Design II
1902,Autumn 2019,UX and Interface Design
1903,Autumn 2020,User Interface Design
1904,Autumn 2016,User Interface Design
1905,Autumn 2016,User Interface Design
1906,Autumn 2016,User Interface Design
1907,Autumn 2016,User Interface Design
1908,Autumn 2016,User Interface Design
1909,Autumn 2016,User Interface Design
1910,Autumn 2016,User Studies and Quantitative Methods
1911,Spring 2022,User experience og webprogrammering
1912,Autumn 2016,User experience og webprogrammering
1913,Autumn 2016,User experience og webprogrammering
1914,Autumn 2016,User experience og webprogrammering
1915,Autumn 2016,User experience og webprogrammering
1916,Autumn 2016,User experience og webprogrammering
1917,Autumn 2016,User-centered Communication Design
1918,Autumn 2016,User-centered Communication Design
1919,Autumn 2016,User-centered Communication Design
1920,Autumn 2020,Users in Context
1921,Autumn 2020,Users in Context
1922,Autumn 2020,Users in Context
1923,Autumn 2020,Users in Context
1924,Autumn 2026,Values and Ethics in Design
1925,Autumn 2020,Vibekes Test Kursus
1926,Autumn 2020,Videnskabelige metoder og IT-forståelse
1927,Autumn 2020,Videnskabelige metoder og IT-forståelse samt tværfaglig semesterworkshop
1928,Autumn 2020,Videnskabelige metoder og IT-forståelse samt tværfaglig semesterworkshop
1929,Autumn 2020,Videnskabelige metoder og IT-forståelse samt tværfaglig semesterworkshop
1930,Autumn 2020,Videnskabsteori
1931,Autumn 2020,Videregående akademisk projekt - Kvalifikationsforløb til master - IT-ledelse
1932,Autumn 2020,Videregående akademisk projekt - Kvalifikationsforløb til master - IT-ledelse
1933,Autumn 2020,Videregående akademisk projekt - Kvalifikationsforløb til master - IT-ledelse
1934,Autumn 2020,Videregående akademisk projekt - Kvalifikationsforløb til master - IT-ledelse
1935,Autumn 2020,Videregående akademisk projekt - Kvalifikationsforløb til master - Interaktionsdesign
1936,Autumn 2020,Videregående akademisk projekt - Kvalifikationsforløb til master - Interaktionsdesign
1937,Autumn 2020,Videregående akademisk projekt - Kvalifikationsforløb til master - Software engineering
1938,Autumn 2020,Videregående akademisk projekt - Kvalifikationsforløb til master - Software engineering
1939,Autumn 2020,Virtual Reality
1940,Autumn 2020,Visionær ledelse i den datadrevne organisation
1941,Autumn 2020,Visionær ledelse i den datadrevne organisation
1942,Autumn 2020,Visionær ledelse i den datadrevne organisation
1943,Autumn 2021,Værdier og etik i design
1944,Autumn 2020,Værdier og etik i design
1945,Autumn 2020,Værdier og etik i design
1946,Autumn 2020,Værdier og etik i design
1947,Autumn 2020,Værdier og etik i design
1948,Autumn 2020,Værdier og etik i design
1949,Autumn 2020,Webdesign and Portfolio
1950,Autumn 2020,Webdesign and Portfolio
1951,Autumn 2020,Webdesign og portfolio
1952,Autumn 2020,Webdesign og portfolio
1953,Autumn 2020,Webdesign og portfolio
1954,Autumn 2020,Website Optimisation through Statistical Analysis (using Google Analytics Experiments)
1955,Autumn 2020,Workshop on Stress Recillience
1956,Spring 2026,Writing for Games (Summer University)
1957,Spring 2016,Writing for Games (Summer University)
1958,Spring 2016,XXX placeholder
1959,Spring 2016,joje-ihan-testkursus
1960,Spring 2024,kopieret testkursus - joje
1961,Spring 2016,kopieret testkursus - joje
1962,Spring 2016,kopieret testkursus - joje
1963,Spring 2016,kopieret testkursus - joje
1964,Spring 2016,learnIT - IT University of Copenhagen
1965,Spring 2016,learnIT - getting beyond repository
1966,Spring 2016,learnIT 101 demo course
1967,Spring 2016,learnIT Online Teaching
1968,Spring 2016,learnIT Online Teaching Sandbox
1969,Spring 2016,learnIT collaboration
1970,Spring 2016,learnIT for Teachers (DEV)
1971,Spring 2016,not in use
1972,Spring 2016,teachIT - Materials from podcast workshop
1973,Spring 2016,teachIT - Activate your students with surveys and polls
1974,Spring 2016,teachIT - Basic Lecturing
1975,Spring 2016,teachIT - Blended Learning at ITU S2020
1976,Spring 2016,teachIT - CodeJudge - Experiences with a system for coding assignments
1977,Spring 2016,teachIT - Codejudge
1978,Spring 2016,teachIT - Collaborate with your teaching assistant
1979,Spring 2016,teachIT - Conversational UI for teaching - ITUs new chat
1980,Spring 2016,teachIT - Course Evaluation: Design and Q&A
1981,Spring 2016,teachIT - Creating dialogic teaching & learning activities for an online setting
1982,Spring 2016,teachIT - Criticism and feedback in design education
1983,Spring 2016,teachIT - Feedback & Evaluation
1984,Spring 2016,teachIT - Feedback A2017
1985,Spring 2016,teachIT - Feedback on written material
1986,Spring 2016,teachIT - Feedback practices
1987,Spring 2016,teachIT - Flipped Learning
1988,Spring 2016,teachIT - Forming student groups
1989,Spring 2016,teachIT - Framing feedback : Preparing the students
1990,Spring 2016,teachIT - Gathering and providing feedback – lessons from online teaching
1991,Spring 2016,teachIT - Get to use ITUs new video studios
1992,Spring 2016,teachIT - ITUs New Course Evaluations A2019
1993,Spring 2016,teachIT - Incorporating Your Research into Lectures
1994,Spring 2016,teachIT - LEGO for teaching software design
