id,period,title
589,Spring 2018,DevOps - Software Evolution and Software Maintenance - MSc
590,Spring 2018,DevOps - Software Evolution and Software Maintenance - MSc
591,Spring 2018,DevOps - Software Evolution and Software Maintenance - MSc (Spring 2023) - not in use
592,Spring 2018,DevOps - Software Evolution and Software Maintenance - MSc
593,Spring 2018,DevOps - Software Evolution and Software Maintenance - MSc
594,Spring 2018,DevOps - Software Evolution and Software Maintenance - MSc
595,Spring 2018,Digital Accountability
596,Spring 2018,Digital Accountability
597,Spring 2018,Digital Accountability with Project
598,Spring 2018,Digital Aesthetics
599,Spring 2018,Digital Business Models
600,Spring 2018,Digital Business Models
601,Spring 2018,Digital Change Management
602,Spring 2018,Digital Change Management
603,Spring 2018,Digital Change Management
604,Spring 2018,Digital Change Management
605,Spring 2020,Digital Culture and Media
606,Autumn 2018,Digital Culture and Media
607,Autumn 2018,Digital Culture and Media
608,Autumn 2018,Digital Culture and Media
609,Autumn 2018,Digital Cultures
610,Autumn 2020,Digital Data Analysis
611,Autumn 2018,Digital Data Analysis
612,Autumn 2018,Digital Data Analysis
613,Autumn 2018,Digital Data Analysis
614,Autumn 2018,Digital Data Analysis
615,Autumn 2018,Digital Data Analysis
616,Autumn 2018,Digital Democratic Citizenship
617,Autumn 2018,Digital Democratic Citizenship
618,Autumn 2018,Digital Democratic Citizenship
619,Autumn 2018,Digital Democratic Citizenship
620,Autumn 2018,Digital Democratic Citizenship
621,Autumn 2018,Digital Democratic Citizenship in Research and Practice
622,Autumn 2018,Digital Democratic Citizenship in Research and Practice
623,Autumn 2019,Digital Design and Interactive Technologies - Foundations
624,Autumn 2018,Digital Design and Interactive Technologies - Foundations
625,Autumn 2018,Digital Design and Interactive Technologies - Foundations
626,Autumn 2018,Digital Design and Interactive Technologies - Foundations
627,Autumn 2018,Digital Design and Interactive Technologies - Foundations
628,Autumn 2018,Digital Design and Interactive Technologies - Foundations
629,Autumn 2018,Digital Design and Interactive Technologies - Foundations
630,Autumn 2018,Digital Design and Interactive Technologies - Foundations
631,Spring 2025,Digital Economics
632,Spring 2025,Digital Innovation in Practice
633,Autumn 2025,Digital Material Interactions
634,Autumn 2019,Digital Media Analysis
635,Spring 2014,Digital Media Analysis
636,Spring 2014,Digital Media and Communication
637,Spring 2014,Digital Media and Communication
638,Spring 2014,Digital Media and Communication - A
639,Spring 2014,Digital Media and Communication I
640,Spring 2014,Digital Media and Communication I
641,Spring 2014,Digital Media and Communication II
642,Spring 2014,Digital Media and Communication II
643,Autumn 2023,Digital Organizing and Transformation
644,Spring 2014,Digital Organizing and Transformation
645,Spring 2014,Digital Organizing and Transformation
646,Spring 2014,Digital Organizing and Transformation
647,Spring 2024,Digital Organizing and Transformation (Summer University)
648,Spring 2014,Digital Organizing and Transformation (Summer University)
649,Spring 2014,Digital Organizing and Transformation (Summer University)
650,Spring 2014,Digital Organizing and Transformation (Summer University)
651,Autumn 2021,Digital Platforms
652,Spring 2014,Digital Platforms
653,Spring 2014,Digital Platforms - extraordinary exam (autumn 2022)
654,Spring 2014,Digital Rhetorics I
655,Spring 2014,Digital Rhetorics II
656,Autumn 2024,Digital Technologies and Humans
657,Spring 2014,Digital Technologies and Humans
658,Spring 2014,Digital Technologies and Humans
659,Spring 2014,Digital Technology and New Business Models
660,Spring 2014,Digital Technology and New Business Models
661,Spring 2014,Digital Technology and new Business Models with Specialisation Project
662,Spring 2022,Digital Transformation and Change - MSc
663,Autumn 2021,Digital innovation
664,Autumn 2025,Digital innovation
665,Autumn 2025,Digital innovation
666,Autumn 2025,Digital innovation
667,Autumn 2025,Digital innovation
668,Autumn 2025,Digital innovation
669,Autumn 2025,Digital innovation
670,Autumn 2025,Digital innovation
671,Autumn 2025,Digital innovation
672,Autumn 2025,Digital innovation
673,Autumn 2025,Digital innovation - I
674,Autumn 2025,Digital innovation - II
675,Spring 2026,Digital innovation i praksis
676,Autumn 2025,Digital innovation i praksis
677,Autumn 2025,Digital journalistik og projektledelse
678,Autumn 2025,Digital journalistik og projektledelse
679,Autumn 2025,Digital kultur og medier
680,Autumn 2025,Digital kultur og medier
681,Autumn 2025,Digital kultur og medier
682,Autumn 2025,Digital kultur og medier
683,Autumn 2025,Digital kultur og medier
684,Autumn 2025,Digital kultur og medier
685,Autumn 2025,Digital kultur og medier
686,Autumn 2025,Digital kultur og medier
687,Autumn 2025,Digital ledelse - DIT
688,Autumn 2025,Digital medieæstetik
689,Autumn 2025,Digital retorik
690,Autumn 2025,Digital retorik I
691,Autumn 2025,Digital retorik II
692,Autumn 2025,Digital technology and New Business Models
693,Autumn 2025,Digital technology and New Business Models with Specialisation Project
694,Spring 2025,Digital teknologi i samfundet
695,Autumn 2025,Digital teknologi i samfundet
696,Autumn 2025,Digital teknologi i samfundet
697,Autumn 2022,Digital transformation og forretningsmodeller
698,Spring 2021,Digitale brugerstudier
699,Autumn 2022,Digitale brugerstudier
700,Autumn 2019,Digitalisation and Public Sector Transformation
701,Autumn 2022,Digitalisation and Public Sector Transformation
702,Autumn 2022,Digitalisation and Public Sector Transformation
703,Autumn 2019,Digitalisering i det offentlige
704,Autumn 2022,Digitalisering i det offentlige
705,Autumn 2022,Digitalisering i det offentlige
706,Autumn 2022,Digitalisering i det offentlige
707,Autumn 2022,Digitalisering i det offentlige
708,Autumn 2022,Digitalisering i det offentlige
709,Autumn 2022,Digitalisering i det offentlige
710,Autumn 2022,Digitalisering i det offentlige
711,Spring 2022,Digitaliseringsstrategi - IT-strategi og forretningsforståelse
712,Autumn 2022,Digitaliseringsstrategi - IT-strategi og forretningsforståelse
713,Autumn 2022,Digitaliseringsstrategi - IT-strategi og forretningsforståelse
714,Autumn 2022,Digitaliseringsstrategi - IT-strategi og forretningsforståelse
715,Autumn 2022,Digitaliseringsstrategi - IT-strategi og forretningsforståelse
716,Autumn 2022,Digitaliseringsstrategi - IT-strategi og forretningsforståelse
717,Autumn 2022,Digitalt materiale og interaktive artefakter
718,Autumn 2022,Digitalt materiale og interaktive artefakter
719,Autumn 2022,Digitalt materiale og interaktive artefakter
720,Autumn 2022,Digitalt materiale og interaktive artefakter
721,Autumn 2022,Digitalt materiale og interaktive artefakter
722,Autumn 2022,Digitalt materiale og interaktive artefakter
723,Autumn 2019,Discrete Mathematics - MSc SD
724,Spring 2019,Discrete Mathematics - MSc SD
725,Spring 2019,Discrete Mathematics - MSc SD
726,Spring 2019,Discrete Mathematics - MSc SD
727,Spring 2019,Discrete Mathematics - MSc SD
728,Spring 2019,Discrete Mathematics - MSc SD
729,Spring 2019,Discrete Mathematics - MSc SD
730,Spring 2019,Discrete Mathematics - MSc SD
731,Autumn 2020,Distributed Systems MSc
732,Spring 2019,Distributed Systems MSc
733,Spring 2019,Distributed Systems MSc
734,Spring 2019,Distributed Systems MSc
735,Spring 2019,Distributed Systems MSc
736,Spring 2019,Distributed Systems MSc
737,Autumn 2020,Distributed Systems - BSc
738,Spring 2019,Distributed Systems - BSc
739,Spring 2019,Distributed Systems - BSc
740,Spring 2019,Distributed Systems - BSc
741,Spring 2019,Distributed Systems - BSc
742,Spring 2019,Distributed Systems - BSc
743,Spring 2019,Distributed Systems - BSc
744,Spring 2019,Domain Specific Languages - MSc
745,Spring 2019,Domain Specific Languages - MSc
746,Spring 2019,Domain Specific Languages - MSc (Spring 2019) - MERGED with KSMOSYL1KU
747,Autumn 2026,E25 testkursus
748,Autumn 2025,Enterprise Systems & Platform Ecosystems
749,Autumn 2019,Enterprise Systems and Information Management
750,Spring 2020,Entrepreneurship (Summer University)
751,Spring 2020,Entrepreneurship (Summer University)
752,Autumn 2019,Entrepreneurship and Business Decisions
753,Spring 2020,Entrepreneurship and Business Decisions
754,Spring 2020,Entrepreneurship and Business Decisions
755,Spring 2020,Entrepreneurship and Business Decisions
756,Spring 2020,Entrepreneurship and Business Decisions (Extraordinary exam)
757,Spring 2020,Entrepreneurship and Business Decisions - Extraordinary exam (Spring 2021 - August)
758,Spring 2020,Entrepreneurship and Business Decisions - Extraordinary exam
759,Spring 2020,Entrepreneurship and Business Decisions - extraordinary exam (autumn 2021)
760,Spring 2020,Environmental Networks
761,Spring 2020,Environmental Networks
762,Spring 2020,Erstatningsprojekt BFOP E23
763,Spring 2021,Ethical Hacking
764,Spring 2020,Ethical Hacking
765,Spring 2020,Ethical Hacking
766,Spring 2020,Ethical Hacking
767,Spring 2020,Ethical Hacking
768,Spring 2020,Ethical Hacking
769,Spring 2020,Ethical Hacking
770,Autumn 2021,Evidence-based Management
771,Spring 2020,Evidence-based Management
772,Spring 2020,Evidence-based Management
773,Spring 2020,Evidence-based Management
774,Autumn 2024,Evidensbaseret ledelse
775,Spring 2020,Evidensbaseret ledelse
776,Spring 2020,Evidensbaseret ledelse
777,Spring 2020,Experimental Design in Practice (Summer University)
778,Spring 2024,Experimentelt design i praksis
779,Autumn 2019,Forretningsprocesser og organisation
780,Autumn 2019,Foundations of Computing - Discrete Mathematics BSc
781,Spring 2022,Foundations of Game AI
782,Spring 2023,Foundations of Game AI - BSc
783,Spring 2024,Foundations of Game AI - BSc
784,Spring 2024,Foundations of Game AI - BSc
785,Spring 2024,Foundations of Game AI - BSc
786,Spring 2024,Foundations of Game AI - BSc
787,Spring 2024,Foundations of Game AI - BSc
788,Spring 2024,Foundations of Play and Games
789,Spring 2024,Foundations of Play and Games
790,Spring 2024,Foundations of Play and Games
791,Spring 2024,Foundations of Play and Games
792,Autumn 2023,Foundations of Probability
793,Spring 2024,Foundations of Probability
794,Spring 2024,Foundations of Probability
795,Spring 2024,Foundations of Probability
796,Spring 2024,Frameworks and Architectures for the Web
797,Spring 2024,Frameworks and Architectures for the Web
798,Spring 2024,Frameworks and Architectures for the Web - BSc
799,Spring 2024,Frameworks and Architectures for the Web - MSc
800,Spring 2024,Frameworks and Architectures for the Web - MSc
801,Spring 2024,Frameworks and Architectures for the Web - MSc
802,Spring 2024,Frameworks and Architectures for the Web - MSc
803,Spring 2024,Frameworks and Architectures for the Web - MSc
804,Spring 2024,Frameworks and Architectures for the Web - MSc
805,Spring 2024,Frameworks and Architectures for the Web - MSc
806,Spring 2024,Frameworks and Architectures for the Web - MSc
807,Spring 2024,Frameworks and Architectures for the Web - MSc
808,Spring 2024,Frameworks and Architectures for the Web - MSc
809,Spring 2024,Framing Course
810,Spring 2024,Framing Course (TDP) A2019
811,Spring 2024,Framing Course (TDP) A2020
812,Spring 2024,Framing Course (TDP) A2021
813,Spring 2024,Framing Course (TDP) S2019
814,Spring 2024,Framing Course (TDP) S2020
815,Spring 2024,Framing Course (TDP) S2021
816,Spring 2023,Fremtidens bæredygtige virksomheder
817,Programme Access course Framing Course S2022 Semester,From Concept Art to In-Game Graphics
818,Programme Access course Framing Course S2022 Semester,From Concept Art to In-Game Graphics
819,Programme Access course Framing Course S2022 Semester,From Concept Art to In-Game Graphics
820,Programme Access course Framing Course S2022 Semester,Functional Programming
821,Programme Access course Framing Course S2022 Semester,Functional Programming
822,Programme Access course Framing Course S2022 Semester,Functional Programming
823,Programme Access course Framing Course S2022 Semester,Functional Programming
824,Programme Access course Framing Course S2022 Semester,Functional Programming
825,Programme Access course Framing Course S2022 Semester,Functional Programming
826,Programme Access course Framing Course S2022 Semester,Functional Programming
827,Programme Access course Framing Course S2022 Semester,Functional Programming
828,Programme Access course Framing Course S2022 Semester,Functional Programming
829,Programme Access course Framing Course S2022 Semester,Functional Programming
830,Programme Access course Framing Course S2022 Semester,Functional Programming
831,Spring 2022,Functional Programming - SWU
832,Programme Access course Framing Course S2022 Semester,Functional Programming - SWU
833,Programme Access course Framing Course S2022 Semester,Functional Programming - SWU
834,Programme Access course Framing Course S2022 Semester,Functional Programming - SWU
835,Programme Access course Framing Course S2022 Semester,Functional Programming - SWU
836,Programme Access course Framing Course S2022 Semester,Functional Programming - SWU
837,Programme Access course Framing Course S2022 Semester,Førsteårsprojekt: Danmarkskort. Visualisering - Navigation - Søgning og Ruteplanlægning
838,Programme Access course Framing Course S2022 Semester,Førsteårsprojekt: Danmarkskort. Visualisering - Navigation - Søgning og Ruteplanlægning
839,Programme Access course Framing Course S2022 Semester,Førsteårsprojekt: Danmarkskort. Visualisering - Navigation - Søgning og Ruteplanlægning
840,Autumn 2019,Game Programming
841,Spring 2015,Game Programming
842,Spring 2015,Game Programming
843,Spring 2015,Game Programming
844,Spring 2015,Game Programming
845,Spring 2015,Game Programming
846,Spring 2015,Game Programming
847,Spring 2015,Game Programming
848,Spring 2015,Game Programming
849,Spring 2015,Game Programming
850,Spring 2015,Game Project
851,Autumn 2019,Games & Culture
852,Spring 2026,Games User Research
853,Spring 2022,Geospatial Data Science
854,Spring 2026,Geospatial Data Science
855,Spring 2026,Geospatial Data Science
856,Spring 2026,Geospatial Data Science
857,Spring 2026,Geospatial Data Science
858,Spring 2026,Geospatial Data Science
859,Spring 2026,Geospatial Data Science
860,Spring 2026,Global IT
861,Spring 2026,Global IT I
862,Spring 2026,Global Project Management
863,Spring 2026,Global Project Management
864,Spring 2026,Global Project Management
865,Spring 2026,Global Project Management
866,Spring 2026,Global Project Management
867,Spring 2026,Global Project Management
868,Spring 2026,Global Project Management
869,Spring 2026,Global Project Management
870,Spring 2026,Global Project Management
871,Spring 2026,Global Project Management
872,Spring 2026,Global Project Management
873,Spring 2026,Global Project Management
874,Spring 2026,Global Project Management - extraordinary exam
875,Spring 2026,Global Software Development
876,Spring 2026,Global Software Development 2
877,Autumn 2019,Global it
878,Spring 2026,Global it
879,Spring 2026,Global it
880,Spring 2026,Global it
881,Spring 2026,Global it
882,Spring 2026,Global it
883,Spring 2026,Global it
884,Autumn 2019,Graphics Programming
885,Autumn 2023,High-Performance Game Programming
886,Autumn 2025,How to Build Data Systems
887,Autumn 2024,How to LearnIT
888,Spring 2020,How to Make (Almost) Anything (Summer University)
889,Autumn 2024,How to Make (Almost) Anything (Summer University)
890,Autumn 2024,How to Make (Almost) Anything (Summer University)
891,Autumn 2024,How to Make (Almost) Anything (Summer University)
892,Autumn 2024,How to Make (Almost) Anything (Summer University)
893,Autumn 2024,How to Make (Almost) Anything (Summer University)
894,Autumn 2024,How to Make (Almost) Anything (Summer University)
895,Autumn 2024,How to Make (Almost) Anything (Summer University)
896,Autumn 2024,How to Study - BDDIT
897,Autumn 2024,How to Study - BDS
898,Autumn 2024,How to Study - GBI
899,Autumn 2024,How to Study - SWU
900,Autumn 2024,How to make (almost) anything
901,Autumn 2024,How to make (almost) anything
902,Autumn 2024,How to make (almost) anything
903,Autumn 2019,IT Project and Portfolio Management
904,Spring 2020,IT and Business Process Modelling
905,Programme Access course IT Service Management (Autumn 2013) Semester Autumn 2013,IT and Business Process Modelling
906,Programme Access course IT Service Management (Autumn 2013) Semester Autumn 2013,IT and Business Process Modelling
907,Programme Access course IT Service Management (Autumn 2013) Semester Autumn 2013,IT and Business Process Modelling
908,Programme Access course IT Service Management (Autumn 2013) Semester Autumn 2013,IT and Business Process Modelling
909,Programme Access course IT Service Management (Autumn 2013) Semester Autumn 2013,IT and Business Process Modelling
910,Programme Access course IT Service Management (Autumn 2013) Semester Autumn 2013,IT and Business Process Modelling
